MO,Date,FactoryID,SKUID,Qty
MO192SKU127,2025-07-12,FAC004,SKU127,428
MO192SKU128,2025-07-12,FAC005,SKU128,363
MO192SKU129,2025-07-12,FAC005,SKU129,288
MO193SKU100,2025-07-13,FAC004,SKU100,145
MO193SKU101,2025-07-13,FAC005,SKU101,301
MO193SKU102,2025-07-13,FAC005,SKU102,102
MO193SKU103,2025-07-13,FAC003,SKU103,220
MO193SKU104,2025-07-13,FAC002,SKU104,326
MO193SKU105,2025-07-13,FAC005,SKU105,379
MO193SKU106,2025-07-13,FAC001,SKU106,178
MO193SKU107,2025-07-13,FAC005,SKU107,342
MO193SKU108,2025-07-13,FAC006,SKU108,211
MO193SKU109,2025-07-13,FAC006,SKU109,200
MO193SKU110,2025-07-13,FAC002,SKU110,343
MO193SKU111,2025-07-13,FAC004,SKU111,186
MO193SKU112,2025-07-13,FAC001,SKU112,249
MO193SKU113,2025-07-13,FAC003,SKU113,214
MO193SKU114,2025-07-13,FAC004,SKU114,265
MO193SKU115,2025-07-13,FAC005,SKU115,385
MO193SKU116,2025-07-13,FAC003,SKU116,414
MO193SKU117,2025-07-13,FAC003,SKU117,258
MO193SKU118,2025-07-13,FAC004,SKU118,383
MO193SKU119,2025-07-13,FAC003,SKU119,427
MO193SKU120,2025-07-13,FAC005,SKU120,337
MO193SKU121,2025-07-13,FAC001,SKU121,346
MO193SKU122,2025-07-13,FAC002,SKU122,146
MO193SKU123,2025-07-13,FAC001,SKU123,396
MO193SKU124,2025-07-13,FAC004,SKU124,406
MO193SKU125,2025-07-13,FAC002,SKU125,429
MO193SKU126,2025-07-13,FAC003,SKU126,219
MO193SKU127,2025-07-13,FAC001,SKU127,392
MO193SKU128,2025-07-13,FAC003,SKU128,334
MO193SKU129,2025-07-13,FAC004,SKU129,398
MO194SKU100,2025-07-14,FAC004,SKU100,179
MO194SKU101,2025-07-14,FAC002,SKU101,158
MO194SKU102,2025-07-14,FAC002,SKU102,384
MO194SKU103,2025-07-14,FAC003,SKU103,413
MO194SKU104,2025-07-14,FAC004,SKU104,485
MO194SKU105,2025-07-14,FAC003,SKU105,339
MO194SKU106,2025-07-14,FAC003,SKU106,230
MO194SKU107,2025-07-14,FAC004,SKU107,385
MO194SKU108,2025-07-14,FAC002,SKU108,181
MO194SKU109,2025-07-14,FAC004,SKU109,228
MO194SKU110,2025-07-14,FAC003,SKU110,122
MO194SKU111,2025-07-14,FAC001,SKU111,443
MO194SKU112,2025-07-14,FAC005,SKU112,422
MO194SKU113,2025-07-14,FAC004,SKU113,69
MO194SKU114,2025-07-14,FAC001,SKU114,456
MO194SKU115,2025-07-14,FAC004,SKU115,109
MO194SKU116,2025-07-14,FAC006,SKU116,487
MO194SKU117,2025-07-14,FAC003,SKU117,347
MO194SKU118,2025-07-14,FAC002,SKU118,427
MO194SKU119,2025-07-14,FAC006,SKU119,280
MO194SKU120,2025-07-14,FAC002,SKU120,235
MO194SKU121,2025-07-14,FAC002,SKU121,402
MO194SKU122,2025-07-14,FAC003,SKU122,243
MO194SKU123,2025-07-14,FAC005,SKU123,287
MO194SKU124,2025-07-14,FAC001,SKU124,338
MO194SKU125,2025-07-14,FAC001,SKU125,127
MO194SKU126,2025-07-14,FAC003,SKU126,424
MO194SKU127,2025-07-14,FAC004,SKU127,126
MO194SKU128,2025-07-14,FAC003,SKU128,237
MO194SKU129,2025-07-14,FAC002,SKU129,188
MO195SKU100,2025-07-15,FAC004,SKU100,110
MO195SKU101,2025-07-15,FAC002,SKU101,340
MO195SKU102,2025-07-15,FAC001,SKU102,386
MO195SKU103,2025-07-15,FAC002,SKU103,478
MO195SKU104,2025-07-15,FAC005,SKU104,400
MO195SKU105,2025-07-15,FAC005,SKU105,308
MO195SKU106,2025-07-15,FAC002,SKU106,370
MO195SKU107,2025-07-15,FAC002,SKU107,375
MO195SKU108,2025-07-15,FAC001,SKU108,356
MO195SKU109,2025-07-15,FAC003,SKU109,387
MO195SKU110,2025-07-15,FAC001,SKU110,120
MO195SKU111,2025-07-15,FAC003,SKU111,467
MO195SKU112,2025-07-15,FAC003,SKU112,444
MO195SKU113,2025-07-15,FAC005,SKU113,178
MO195SKU114,2025-07-15,FAC001,SKU114,133
MO195SKU115,2025-07-15,FAC002,SKU115,295
MO195SKU116,2025-07-15,FAC004,SKU116,207
MO195SKU117,2025-07-15,FAC006,SKU117,460
MO195SKU118,2025-07-15,FAC004,SKU118,180
MO195SKU119,2025-07-15,FAC002,SKU119,106
MO195SKU120,2025-07-15,FAC005,SKU120,514
MO195SKU121,2025-07-15,FAC004,SKU121,394
MO195SKU122,2025-07-15,FAC003,SKU122,469
MO195SKU123,2025-07-15,FAC005,SKU123,422
MO195SKU124,2025-07-15,FAC001,SKU124,77
MO195SKU125,2025-07-15,FAC003,SKU125,362
MO195SKU126,2025-07-15,FAC005,SKU126,233
MO195SKU127,2025-07-15,FAC006,SKU127,224
MO195SKU128,2025-07-15,FAC006,SKU128,239
MO195SKU129,2025-07-15,FAC006,SKU129,369
MO196SKU100,2025-07-16,FAC003,SKU100,399
MO196SKU101,2025-07-16,FAC003,SKU101,496
MO196SKU102,2025-07-16,FAC005,SKU102,431
MO196SKU103,2025-07-16,FAC005,SKU103,328
MO196SKU104,2025-07-16,FAC004,SKU104,198
MO196SKU105,2025-07-16,FAC005,SKU105,396
MO196SKU106,2025-07-16,FAC006,SKU106,451
MO196SKU107,2025-07-16,FAC003,SKU107,130
MO196SKU108,2025-07-16,FAC005,SKU108,394
MO196SKU109,2025-07-16,FAC004,SKU109,291
MO196SKU110,2025-07-16,FAC005,SKU110,247
MO196SKU111,2025-07-16,FAC001,SKU111,244
MO196SKU112,2025-07-16,FAC002,SKU112,223
MO196SKU113,2025-07-16,FAC002,SKU113,347
MO196SKU114,2025-07-16,FAC001,SKU114,265
MO196SKU115,2025-07-16,FAC006,SKU115,154
MO196SKU116,2025-07-16,FAC003,SKU116,215
MO196SKU117,2025-07-16,FAC001,SKU117,331
MO196SKU118,2025-07-16,FAC005,SKU118,132
MO196SKU119,2025-07-16,FAC003,SKU119,371
MO196SKU120,2025-07-16,FAC001,SKU120,112
MO196SKU121,2025-07-16,FAC006,SKU121,503
MO196SKU122,2025-07-16,FAC001,SKU122,410
MO196SKU123,2025-07-16,FAC003,SKU123,319
MO196SKU124,2025-07-16,FAC004,SKU124,194
MO196SKU125,2025-07-16,FAC002,SKU125,328
MO196SKU126,2025-07-16,FAC006,SKU126,517
MO196SKU127,2025-07-16,FAC005,SKU127,430
MO196SKU128,2025-07-16,FAC006,SKU128,473
MO196SKU129,2025-07-16,FAC006,SKU129,463
MO197SKU100,2025-07-17,FAC003,SKU100,239
MO197SKU101,2025-07-17,FAC004,SKU101,124
MO197SKU102,2025-07-17,FAC005,SKU102,373
MO197SKU103,2025-07-17,FAC005,SKU103,378
MO197SKU104,2025-07-17,FAC003,SKU104,125
MO197SKU105,2025-07-17,FAC006,SKU105,158
MO197SKU106,2025-07-17,FAC003,SKU106,224
MO197SKU107,2025-07-17,FAC005,SKU107,447
MO197SKU108,2025-07-17,FAC004,SKU108,173
MO197SKU109,2025-07-17,FAC006,SKU109,307
MO197SKU110,2025-07-17,FAC004,SKU110,356
MO197SKU111,2025-07-17,FAC002,SKU111,236
MO197SKU112,2025-07-17,FAC001,SKU112,416
MO197SKU113,2025-07-17,FAC004,SKU113,235
MO197SKU114,2025-07-17,FAC003,SKU114,275
MO197SKU115,2025-07-17,FAC006,SKU115,421
MO197SKU116,2025-07-17,FAC002,SKU116,294
MO197SKU117,2025-07-17,FAC003,SKU117,331
MO197SKU118,2025-07-17,FAC001,SKU118,488
MO197SKU119,2025-07-17,FAC006,SKU119,247
MO197SKU120,2025-07-17,FAC005,SKU120,139
MO197SKU121,2025-07-17,FAC002,SKU121,211
MO197SKU122,2025-07-17,FAC005,SKU122,112
MO197SKU123,2025-07-17,FAC006,SKU123,299
MO197SKU124,2025-07-17,FAC002,SKU124,287
MO197SKU125,2025-07-17,FAC004,SKU125,201
MO197SKU126,2025-07-17,FAC006,SKU126,233
MO197SKU127,2025-07-17,FAC001,SKU127,310
MO197SKU128,2025-07-17,FAC003,SKU128,456
MO197SKU129,2025-07-17,FAC006,SKU129,222
MO198SKU100,2025-07-18,FAC004,SKU100,317
MO198SKU101,2025-07-18,FAC003,SKU101,360
MO198SKU102,2025-07-18,FAC004,SKU102,199
MO198SKU103,2025-07-18,FAC002,SKU103,367
MO198SKU104,2025-07-18,FAC001,SKU104,258
MO198SKU105,2025-07-18,FAC001,SKU105,296
MO198SKU106,2025-07-18,FAC006,SKU106,361
MO198SKU107,2025-07-18,FAC006,SKU107,441
MO198SKU108,2025-07-18,FAC002,SKU108,93
MO198SKU109,2025-07-18,FAC003,SKU109,394
MO198SKU110,2025-07-18,FAC003,SKU110,429
MO198SKU111,2025-07-18,FAC003,SKU111,230
MO198SKU112,2025-07-18,FAC003,SKU112,455
MO198SKU113,2025-07-18,FAC002,SKU113,497
MO198SKU114,2025-07-18,FAC003,SKU114,367
MO198SKU115,2025-07-18,FAC004,SKU115,211
MO198SKU116,2025-07-18,FAC001,SKU116,393
MO198SKU117,2025-07-18,FAC003,SKU117,163
MO198SKU118,2025-07-18,FAC001,SKU118,441
MO198SKU119,2025-07-18,FAC005,SKU119,248
MO198SKU120,2025-07-18,FAC001,SKU120,481
MO198SKU121,2025-07-18,FAC004,SKU121,340
MO198SKU122,2025-07-18,FAC005,SKU122,407
MO198SKU123,2025-07-18,FAC004,SKU123,452
MO198SKU124,2025-07-18,FAC001,SKU124,502
MO198SKU125,2025-07-18,FAC006,SKU125,188
MO198SKU126,2025-07-18,FAC001,SKU126,429
MO198SKU127,2025-07-18,FAC006,SKU127,293
MO198SKU128,2025-07-18,FAC002,SKU128,308
MO198SKU129,2025-07-18,FAC003,SKU129,141
MO199SKU100,2025-07-19,FAC003,SKU100,132
MO199SKU101,2025-07-19,FAC006,SKU101,101
MO199SKU102,2025-07-19,FAC006,SKU102,430
MO199SKU103,2025-07-19,FAC002,SKU103,128
MO199SKU104,2025-07-19,FAC002,SKU104,303
MO199SKU105,2025-07-19,FAC001,SKU105,381
MO199SKU106,2025-07-19,FAC003,SKU106,313
MO199SKU107,2025-07-19,FAC002,SKU107,432
MO199SKU108,2025-07-19,FAC004,SKU108,202
MO199SKU109,2025-07-19,FAC005,SKU109,390
MO199SKU110,2025-07-19,FAC003,SKU110,192
MO199SKU111,2025-07-19,FAC002,SKU111,365
MO199SKU112,2025-07-19,FAC004,SKU112,304
MO199SKU113,2025-07-19,FAC002,SKU113,230
MO199SKU114,2025-07-19,FAC006,SKU114,108
MO199SKU115,2025-07-19,FAC004,SKU115,410
MO199SKU116,2025-07-19,FAC005,SKU116,118
MO199SKU117,2025-07-19,FAC004,SKU117,111
MO199SKU118,2025-07-19,FAC004,SKU118,293
MO199SKU119,2025-07-19,FAC002,SKU119,119
MO199SKU120,2025-07-19,FAC006,SKU120,274
MO199SKU121,2025-07-19,FAC002,SKU121,137
MO199SKU122,2025-07-19,FAC003,SKU122,126
MO199SKU123,2025-07-19,FAC004,SKU123,511
MO199SKU124,2025-07-19,FAC003,SKU124,141
MO199SKU125,2025-07-19,FAC005,SKU125,270
MO199SKU126,2025-07-19,FAC004,SKU126,103
MO199SKU127,2025-07-19,FAC001,SKU127,251
MO199SKU128,2025-07-19,FAC005,SKU128,184
MO199SKU129,2025-07-19,FAC002,SKU129,112
MO200SKU100,2025-07-20,FAC006,SKU100,325
MO200SKU101,2025-07-20,FAC001,SKU101,314
MO200SKU102,2025-07-20,FAC003,SKU102,526
MO200SKU103,2025-07-20,FAC006,SKU103,449
MO200SKU104,2025-07-20,FAC004,SKU104,472
MO200SKU105,2025-07-20,FAC001,SKU105,381
MO200SKU106,2025-07-20,FAC003,SKU106,78
MO200SKU107,2025-07-20,FAC002,SKU107,320
MO200SKU108,2025-07-20,FAC003,SKU108,229
MO200SKU109,2025-07-20,FAC002,SKU109,473
MO200SKU110,2025-07-20,FAC006,SKU110,269
MO200SKU111,2025-07-20,FAC002,SKU111,80
MO200SKU112,2025-07-20,FAC001,SKU112,369
MO200SKU113,2025-07-20,FAC006,SKU113,481
MO200SKU114,2025-07-20,FAC003,SKU114,115
MO200SKU115,2025-07-20,FAC004,SKU115,344
MO200SKU116,2025-07-20,FAC001,SKU116,165
MO200SKU117,2025-07-20,FAC006,SKU117,445
MO200SKU118,2025-07-20,FAC002,SKU118,299
MO200SKU119,2025-07-20,FAC001,SKU119,167
MO200SKU120,2025-07-20,FAC003,SKU120,344
MO200SKU121,2025-07-20,FAC006,SKU121,353
MO200SKU122,2025-07-20,FAC006,SKU122,220
MO200SKU123,2025-07-20,FAC001,SKU123,383
MO200SKU124,2025-07-20,FAC001,SKU124,114
MO200SKU125,2025-07-20,FAC005,SKU125,438
MO200SKU126,2025-07-20,FAC004,SKU126,140
MO200SKU127,2025-07-20,FAC006,SKU127,285
MO200SKU128,2025-07-20,FAC005,SKU128,491
MO200SKU129,2025-07-20,FAC005,SKU129,298
MO201SKU100,2025-07-21,FAC002,SKU100,100
MO201SKU101,2025-07-21,FAC001,SKU101,516
MO201SKU102,2025-07-21,FAC004,SKU102,134
MO201SKU103,2025-07-21,FAC002,SKU103,382
MO201SKU104,2025-07-21,FAC001,SKU104,308
MO201SKU105,2025-07-21,FAC005,SKU105,411
MO201SKU106,2025-07-21,FAC002,SKU106,478
MO201SKU107,2025-07-21,FAC006,SKU107,379
MO201SKU108,2025-07-21,FAC002,SKU108,178
MO201SKU109,2025-07-21,FAC004,SKU109,353
MO201SKU110,2025-07-21,FAC001,SKU110,321
MO201SKU111,2025-07-21,FAC005,SKU111,173
MO201SKU112,2025-07-21,FAC004,SKU112,281
MO201SKU113,2025-07-21,FAC001,SKU113,145
MO201SKU114,2025-07-21,FAC002,SKU114,140
MO201SKU115,2025-07-21,FAC006,SKU115,441
MO201SKU116,2025-07-21,FAC003,SKU116,67
MO201SKU117,2025-07-21,FAC001,SKU117,169
MO201SKU118,2025-07-21,FAC005,SKU118,94
MO201SKU119,2025-07-21,FAC006,SKU119,232
MO201SKU120,2025-07-21,FAC005,SKU120,273
MO201SKU121,2025-07-21,FAC005,SKU121,406
MO201SKU122,2025-07-21,FAC005,SKU122,357
MO201SKU123,2025-07-21,FAC004,SKU123,173
MO201SKU124,2025-07-21,FAC001,SKU124,85
MO201SKU125,2025-07-21,FAC006,SKU125,359
MO201SKU126,2025-07-21,FAC006,SKU126,511
MO201SKU127,2025-07-21,FAC006,SKU127,216
MO201SKU128,2025-07-21,FAC005,SKU128,403
MO201SKU129,2025-07-21,FAC005,SKU129,297
MO202SKU100,2025-07-22,FAC002,SKU100,228
MO202SKU101,2025-07-22,FAC006,SKU101,173
MO202SKU102,2025-07-22,FAC001,SKU102,244
MO202SKU103,2025-07-22,FAC001,SKU103,129
MO202SKU104,2025-07-22,FAC005,SKU104,148
MO202SKU105,2025-07-22,FAC003,SKU105,281
MO202SKU106,2025-07-22,FAC003,SKU106,141
MO202SKU107,2025-07-22,FAC003,SKU107,120
MO202SKU108,2025-07-22,FAC003,SKU108,413
MO202SKU109,2025-07-22,FAC003,SKU109,251
MO202SKU110,2025-07-22,FAC003,SKU110,294
MO202SKU111,2025-07-22,FAC003,SKU111,372
MO202SKU112,2025-07-22,FAC003,SKU112,412
MO202SKU113,2025-07-22,FAC002,SKU113,312
MO202SKU114,2025-07-22,FAC005,SKU114,95
MO202SKU115,2025-07-22,FAC006,SKU115,197
MO202SKU116,2025-07-22,FAC005,SKU116,532
MO202SKU117,2025-07-22,FAC002,SKU117,164
MO202SKU118,2025-07-22,FAC005,SKU118,158
MO202SKU119,2025-07-22,FAC003,SKU119,365
MO202SKU120,2025-07-22,FAC004,SKU120,145
MO202SKU121,2025-07-22,FAC005,SKU121,133
MO202SKU122,2025-07-22,FAC006,SKU122,115
MO202SKU123,2025-07-22,FAC003,SKU123,169
MO202SKU124,2025-07-22,FAC002,SKU124,218
MO202SKU125,2025-07-22,FAC004,SKU125,174
MO202SKU126,2025-07-22,FAC002,SKU126,103
MO202SKU127,2025-07-22,FAC005,SKU127,168
MO202SKU128,2025-07-22,FAC003,SKU128,137
MO202SKU129,2025-07-22,FAC004,SKU129,401
MO203SKU100,2025-07-23,FAC001,SKU100,198
MO203SKU101,2025-07-23,FAC002,SKU101,136
MO203SKU102,2025-07-23,FAC001,SKU102,138
MO203SKU103,2025-07-23,FAC002,SKU103,442
MO203SKU104,2025-07-23,FAC006,SKU104,152
MO203SKU105,2025-07-23,FAC002,SKU105,96
MO203SKU106,2025-07-23,FAC005,SKU106,440
MO203SKU107,2025-07-23,FAC006,SKU107,278
MO203SKU108,2025-07-23,FAC002,SKU108,334
MO203SKU109,2025-07-23,FAC003,SKU109,474
MO203SKU110,2025-07-23,FAC003,SKU110,296
MO203SKU111,2025-07-23,FAC004,SKU111,176
MO203SKU112,2025-07-23,FAC003,SKU112,196
MO203SKU113,2025-07-23,FAC001,SKU113,93
MO203SKU114,2025-07-23,FAC004,SKU114,227
MO203SKU115,2025-07-23,FAC002,SKU115,486
MO203SKU116,2025-07-23,FAC002,SKU116,234
MO203SKU117,2025-07-23,FAC004,SKU117,185
MO203SKU118,2025-07-23,FAC005,SKU118,321
MO203SKU119,2025-07-23,FAC001,SKU119,190
MO203SKU120,2025-07-23,FAC004,SKU120,449
MO203SKU121,2025-07-23,FAC001,SKU121,185
MO203SKU122,2025-07-23,FAC006,SKU122,311
MO203SKU123,2025-07-23,FAC006,SKU123,308
MO203SKU124,2025-07-23,FAC002,SKU124,281
MO203SKU125,2025-07-23,FAC005,SKU125,155
MO203SKU126,2025-07-23,FAC004,SKU126,340
MO203SKU127,2025-07-23,FAC003,SKU127,389
MO203SKU128,2025-07-23,FAC004,SKU128,432
MO203SKU129,2025-07-23,FAC005,SKU129,104
MO204SKU100,2025-07-24,FAC003,SKU100,175
MO204SKU101,2025-07-24,FAC003,SKU101,213
MO204SKU102,2025-07-24,FAC004,SKU102,309
MO204SKU103,2025-07-24,FAC002,SKU103,143
MO204SKU104,2025-07-24,FAC004,SKU104,285
MO204SKU105,2025-07-24,FAC003,SKU105,199
MO204SKU106,2025-07-24,FAC002,SKU106,243
MO204SKU107,2025-07-24,FAC003,SKU107,315
MO204SKU108,2025-07-24,FAC001,SKU108,253
MO204SKU109,2025-07-24,FAC006,SKU109,162
MO204SKU110,2025-07-24,FAC005,SKU110,347
MO204SKU111,2025-07-24,FAC004,SKU111,116
MO204SKU112,2025-07-24,FAC004,SKU112,75
MO204SKU113,2025-07-24,FAC006,SKU113,254
MO204SKU114,2025-07-24,FAC005,SKU114,514
MO204SKU115,2025-07-24,FAC005,SKU115,184
MO204SKU116,2025-07-24,FAC004,SKU116,235
MO204SKU117,2025-07-24,FAC004,SKU117,87
MO204SKU118,2025-07-24,FAC001,SKU118,508
MO204SKU119,2025-07-24,FAC002,SKU119,116
MO204SKU120,2025-07-24,FAC003,SKU120,161
MO204SKU121,2025-07-24,FAC003,SKU121,165
MO204SKU122,2025-07-24,FAC002,SKU122,525
MO204SKU123,2025-07-24,FAC004,SKU123,78
MO204SKU124,2025-07-24,FAC005,SKU124,246
MO204SKU125,2025-07-24,FAC002,SKU125,93
MO204SKU126,2025-07-24,FAC006,SKU126,173
MO204SKU127,2025-07-24,FAC001,SKU127,330
MO204SKU128,2025-07-24,FAC006,SKU128,155
MO204SKU129,2025-07-24,FAC005,SKU129,165
MO205SKU100,2025-07-25,FAC006,SKU100,450
MO205SKU101,2025-07-25,FAC006,SKU101,396
MO205SKU102,2025-07-25,FAC006,SKU102,278
MO205SKU103,2025-07-25,FAC002,SKU103,430
MO205SKU104,2025-07-25,FAC005,SKU104,289
MO205SKU105,2025-07-25,FAC003,SKU105,92
MO205SKU106,2025-07-25,FAC006,SKU106,386
MO205SKU107,2025-07-25,FAC003,SKU107,538
MO205SKU108,2025-07-25,FAC001,SKU108,77
MO205SKU109,2025-07-25,FAC003,SKU109,317
MO205SKU110,2025-07-25,FAC001,SKU110,174
MO205SKU111,2025-07-25,FAC006,SKU111,200
MO205SKU112,2025-07-25,FAC001,SKU112,317
MO205SKU113,2025-07-25,FAC005,SKU113,178
MO205SKU114,2025-07-25,FAC004,SKU114,95
MO205SKU115,2025-07-25,FAC001,SKU115,307
MO205SKU116,2025-07-25,FAC005,SKU116,443
MO205SKU117,2025-07-25,FAC002,SKU117,182
MO205SKU118,2025-07-25,FAC005,SKU118,405
MO205SKU119,2025-07-25,FAC004,SKU119,305
MO205SKU120,2025-07-25,FAC004,SKU120,142
MO205SKU121,2025-07-25,FAC004,SKU121,211
MO205SKU122,2025-07-25,FAC001,SKU122,125
MO205SKU123,2025-07-25,FAC001,SKU123,511
MO205SKU124,2025-07-25,FAC003,SKU124,480
MO205SKU125,2025-07-25,FAC005,SKU125,242
MO205SKU126,2025-07-25,FAC003,SKU126,109
MO205SKU127,2025-07-25,FAC002,SKU127,223
MO205SKU128,2025-07-25,FAC002,SKU128,314
MO205SKU129,2025-07-25,FAC001,SKU129,172
MO206SKU100,2025-07-26,FAC006,SKU100,100
MO206SKU101,2025-07-26,FAC003,SKU101,229
MO206SKU102,2025-07-26,FAC002,SKU102,448
MO206SKU103,2025-07-26,FAC001,SKU103,277
MO206SKU104,2025-07-26,FAC002,SKU104,292
MO206SKU105,2025-07-26,FAC001,SKU105,110
MO206SKU106,2025-07-26,FAC006,SKU106,194
MO206SKU107,2025-07-26,FAC002,SKU107,470
MO206SKU108,2025-07-26,FAC006,SKU108,175
MO206SKU109,2025-07-26,FAC002,SKU109,413
MO206SKU110,2025-07-26,FAC003,SKU110,162
MO206SKU111,2025-07-26,FAC001,SKU111,112
MO206SKU112,2025-07-26,FAC005,SKU112,165
MO206SKU113,2025-07-26,FAC001,SKU113,494
MO206SKU114,2025-07-26,FAC001,SKU114,200
MO206SKU115,2025-07-26,FAC006,SKU115,119
MO206SKU116,2025-07-26,FAC005,SKU116,474
MO206SKU117,2025-07-26,FAC006,SKU117,467
MO206SKU118,2025-07-26,FAC005,SKU118,240
MO206SKU119,2025-07-26,FAC005,SKU119,233
MO206SKU120,2025-07-26,FAC001,SKU120,159
MO206SKU121,2025-07-26,FAC003,SKU121,178
MO206SKU122,2025-07-26,FAC002,SKU122,346
MO206SKU123,2025-07-26,FAC005,SKU123,368
MO206SKU124,2025-07-26,FAC001,SKU124,297
MO206SKU125,2025-07-26,FAC003,SKU125,321
MO206SKU126,2025-07-26,FAC001,SKU126,449
MO206SKU127,2025-07-26,FAC004,SKU127,397
MO206SKU128,2025-07-26,FAC001,SKU128,320
MO206SKU129,2025-07-26,FAC005,SKU129,210
MO207SKU100,2025-07-27,FAC004,SKU100,259
MO207SKU101,2025-07-27,FAC003,SKU101,486
MO207SKU102,2025-07-27,FAC004,SKU102,232
MO207SKU103,2025-07-27,FAC001,SKU103,160
MO207SKU104,2025-07-27,FAC002,SKU104,115
MO207SKU105,2025-07-27,FAC003,SKU105,340
MO207SKU106,2025-07-27,FAC006,SKU106,502
MO207SKU107,2025-07-27,FAC002,SKU107,362
MO207SKU108,2025-07-27,FAC002,SKU108,406
MO207SKU109,2025-07-27,FAC002,SKU109,342
MO207SKU110,2025-07-27,FAC004,SKU110,86
MO207SKU111,2025-07-27,FAC003,SKU111,512
MO207SKU112,2025-07-27,FAC006,SKU112,237
MO207SKU113,2025-07-27,FAC005,SKU113,267
MO207SKU114,2025-07-27,FAC004,SKU114,273
MO207SKU115,2025-07-27,FAC002,SKU115,387
MO207SKU116,2025-07-27,FAC005,SKU116,343
MO207SKU117,2025-07-27,FAC004,SKU117,239
MO207SKU118,2025-07-27,FAC001,SKU118,307
MO207SKU119,2025-07-27,FAC006,SKU119,407
MO207SKU120,2025-07-27,FAC001,SKU120,188
MO207SKU121,2025-07-27,FAC003,SKU121,434
MO207SKU122,2025-07-27,FAC004,SKU122,462
MO207SKU123,2025-07-27,FAC003,SKU123,311
MO207SKU124,2025-07-27,FAC005,SKU124,151
MO207SKU125,2025-07-27,FAC004,SKU125,467
MO207SKU126,2025-07-27,FAC006,SKU126,130
MO207SKU127,2025-07-27,FAC005,SKU127,133
MO207SKU128,2025-07-27,FAC005,SKU128,370
MO207SKU129,2025-07-27,FAC006,SKU129,200
MO208SKU100,2025-07-28,FAC003,SKU100,478
MO208SKU101,2025-07-28,FAC003,SKU101,339
MO208SKU102,2025-07-28,FAC006,SKU102,105
MO208SKU103,2025-07-28,FAC004,SKU103,440
MO208SKU104,2025-07-28,FAC005,SKU104,493
MO208SKU105,2025-07-28,FAC003,SKU105,319
MO208SKU106,2025-07-28,FAC001,SKU106,227
MO208SKU107,2025-07-28,FAC002,SKU107,473
MO208SKU108,2025-07-28,FAC002,SKU108,514
MO208SKU109,2025-07-28,FAC004,SKU109,199
MO208SKU110,2025-07-28,FAC002,SKU110,137
MO208SKU111,2025-07-28,FAC002,SKU111,150
MO208SKU112,2025-07-28,FAC001,SKU112,395
MO208SKU113,2025-07-28,FAC004,SKU113,502
MO208SKU114,2025-07-28,FAC004,SKU114,276
MO208SKU115,2025-07-28,FAC004,SKU115,376
MO208SKU116,2025-07-28,FAC003,SKU116,286
MO208SKU117,2025-07-28,FAC003,SKU117,382
MO208SKU118,2025-07-28,FAC005,SKU118,232
MO208SKU119,2025-07-28,FAC001,SKU119,378
MO208SKU120,2025-07-28,FAC004,SKU120,186
MO208SKU121,2025-07-28,FAC002,SKU121,75
MO208SKU122,2025-07-28,FAC006,SKU122,101
MO208SKU123,2025-07-28,FAC001,SKU123,357
MO208SKU124,2025-07-28,FAC004,SKU124,213
MO208SKU125,2025-07-28,FAC001,SKU125,340
MO208SKU126,2025-07-28,FAC001,SKU126,367
MO208SKU127,2025-07-28,FAC001,SKU127,355
MO208SKU128,2025-07-28,FAC001,SKU128,195
MO208SKU129,2025-07-28,FAC001,SKU129,215
MO209SKU100,2025-07-29,FAC004,SKU100,127
MO209SKU101,2025-07-29,FAC004,SKU101,375
MO209SKU102,2025-07-29,FAC001,SKU102,217
MO209SKU103,2025-07-29,FAC001,SKU103,220
MO209SKU104,2025-07-29,FAC003,SKU104,279
MO209SKU105,2025-07-29,FAC003,SKU105,130
MO209SKU106,2025-07-29,FAC005,SKU106,453
MO209SKU107,2025-07-29,FAC002,SKU107,162
MO209SKU108,2025-07-29,FAC004,SKU108,413
MO209SKU109,2025-07-29,FAC004,SKU109,151
MO209SKU110,2025-07-29,FAC002,SKU110,393
MO209SKU111,2025-07-29,FAC004,SKU111,367
MO209SKU112,2025-07-29,FAC003,SKU112,287
MO209SKU113,2025-07-29,FAC001,SKU113,356
MO209SKU114,2025-07-29,FAC004,SKU114,305
MO209SKU115,2025-07-29,FAC002,SKU115,419
MO209SKU116,2025-07-29,FAC003,SKU116,167
MO209SKU117,2025-07-29,FAC003,SKU117,204
MO209SKU118,2025-07-29,FAC003,SKU118,444
MO209SKU119,2025-07-29,FAC005,SKU119,345
MO209SKU120,2025-07-29,FAC001,SKU120,365
MO209SKU121,2025-07-29,FAC003,SKU121,491
MO209SKU122,2025-07-29,FAC001,SKU122,281
MO209SKU123,2025-07-29,FAC006,SKU123,127
MO209SKU124,2025-07-29,FAC002,SKU124,150
MO209SKU125,2025-07-29,FAC001,SKU125,140
MO209SKU126,2025-07-29,FAC003,SKU126,306
MO209SKU127,2025-07-29,FAC001,SKU127,493
MO209SKU128,2025-07-29,FAC001,SKU128,229
MO209SKU129,2025-07-29,FAC002,SKU129,197
MO210SKU100,2025-07-30,FAC006,SKU100,132
MO210SKU101,2025-07-30,FAC006,SKU101,275
MO210SKU102,2025-07-30,FAC004,SKU102,114
MO210SKU103,2025-07-30,FAC005,SKU103,336
