ShipmentID,Origin,Destination,Mode,LeadTimeDays,Status,ShipDate,SKUID,Qty,ArrivalDate
SHP003690,Chennai,Rotterdam,Sea,21,In Transit,2025-05-24,SKU113,188,2025-06-14
SHP003691,Bangkok,Johannesburg,Air,11,In Transit,2025-01-18,SKU128,124,2025-01-29
SHP003692,Ho Chi Minh City,Singapore,Sea,21,Delayed,2025-12-29,SKU110,189,2026-01-19
SHP003693,Zhengzhou,Singapore,Air,3,In Transit,2025-03-26,SKU102,100,2025-03-29
SHP003694,Zhengzhou,Chicago,Air,23,Delayed,2025-11-25,SKU129,178,2025-12-18
SHP003695,Ho Chi Minh City,Dubai,Air,20,Delivered,2025-02-12,SKU126,155,2025-03-04
SHP003696,Bangkok,Mumbai,Air,8,Delayed,2025-02-09,SKU127,103,2025-02-17
SHP003697,Bangkok,Johannesburg,Air,8,Delayed,2025-01-21,SKU121,186,2025-01-29
SHP003698,Ho Chi Minh City,Dubai,Sea,24,Delayed,2025-05-15,SKU127,204,2025-06-08
SHP003699,Ho Chi Minh City,Dubai,Sea,24,Delivered,2025-09-17,SKU127,225,2025-10-11
SHP003700,Ho Chi Minh City,Sydney,Sea,12,In Transit,2025-07-16,SKU107,206,2025-07-28
SHP003701,Zhengzhou,Johannesburg,Sea,3,In Transit,2025-02-14,SKU103,172,2025-02-17
SHP003702,Shenzhen,Sao Paulo,Sea,16,Delivered,2025-11-07,SKU100,193,2025-11-23
SHP003703,Zhengzhou,Singapore,Sea,14,Delayed,2025-10-30,SKU107,113,2025-11-13
SHP003704,Ho Chi Minh City,Sao Paulo,Air,4,Delivered,2025-05-13,SKU111,150,2025-05-17
SHP003705,Chennai,Dubai,Air,16,Delivered,2025-07-19,SKU129,149,2025-08-04
SHP003706,Chennai,Sydney,Air,9,Delivered,2025-06-06,SKU111,133,2025-06-15
SHP003707,Ho Chi Minh City,Johannesburg,Road,25,In Transit,2025-09-12,SKU126,125,2025-10-07
SHP003708,Zhengzhou,Mumbai,Sea,2,Delivered,2025-11-29,SKU126,163,2025-12-01
SHP003709,Shenzhen,Johannesburg,Air,5,Delayed,2025-12-13,SKU103,98,2025-12-18
SHP003710,Noida,Dubai,Sea,10,Delivered,2025-07-28,SKU103,123,2025-08-07
SHP003711,Bangkok,Johannesburg,Road,15,Delivered,2025-08-13,SKU116,199,2025-08-28
SHP003712,Noida,Sydney,Road,16,In Transit,2025-09-30,SKU126,116,2025-10-16
SHP003713,Zhengzhou,Dubai,Sea,23,Delayed,2025-07-19,SKU114,218,2025-08-11
SHP003714,Shenzhen,Dubai,Air,10,Delayed,2025-07-04,SKU116,153,2025-07-14
SHP003715,Ho Chi Minh City,Johannesburg,Sea,8,Delivered,2025-08-08,SKU110,222,2025-08-16
SHP003716,Ho Chi Minh City,Chicago,Air,23,Delivered,2025-12-02,SKU117,110,2025-12-25
SHP003717,Chennai,Dubai,Air,3,Delayed,2025-12-14,SKU107,163,2025-12-17
SHP003718,Ho Chi Minh City,Chicago,Road,13,Delivered,2025-02-10,SKU103,187,2025-02-23
SHP003719,Chennai,Johannesburg,Road,6,In Transit,2025-05-14,SKU107,150,2025-05-20
SHP003720,Zhengzhou,Johannesburg,Sea,18,In Transit,2025-07-20,SKU103,221,2025-08-07
SHP003721,Ho Chi Minh City,Mumbai,Air,25,Delivered,2025-09-12,SKU101,110,2025-10-07
SHP003722,Noida,Rotterdam,Road,10,Delayed,2025-04-29,SKU100,132,2025-05-09
SHP003723,Bangkok,Sydney,Road,24,In Transit,2025-12-21,SKU126,103,2026-01-14
SHP003724,Chennai,Singapore,Road,24,In Transit,2025-05-28,SKU114,108,2025-06-21
SHP003725,Zhengzhou,Sydney,Sea,16,Delayed,2025-11-25,SKU111,99,2025-12-11
SHP003726,Noida,Sydney,Road,11,In Transit,2025-01-24,SKU112,118,2025-02-04
SHP003727,Noida,Sao Paulo,Road,2,In Transit,2025-09-15,SKU108,183,2025-09-17
SHP003728,Zhengzhou,Sao Paulo,Road,9,Delayed,2025-06-17,SKU103,201,2025-06-26
SHP003729,Chennai,Rotterdam,Air,13,Delayed,2025-12-02,SKU123,131,2025-12-15
SHP003730,Noida,Singapore,Sea,7,Delayed,2025-04-02,SKU117,245,2025-04-09
SHP003731,Bangkok,Johannesburg,Sea,5,In Transit,2025-10-09,SKU103,169,2025-10-14
SHP003732,Shenzhen,Rotterdam,Sea,18,Delivered,2025-04-24,SKU117,200,2025-05-12
SHP003733,Chennai,Dubai,Air,5,Delayed,2025-03-12,SKU106,182,2025-03-17
SHP003734,Bangkok,Dubai,Air,21,In Transit,2025-01-08,SKU123,166,2025-01-29
SHP003735,Shenzhen,Dubai,Road,16,In Transit,2025-03-20,SKU100,187,2025-04-05
SHP003736,Ho Chi Minh City,Mumbai,Sea,14,Delayed,2025-01-02,SKU112,149,2025-01-16
SHP003737,Chennai,Rotterdam,Air,2,Delayed,2025-08-21,SKU121,184,2025-08-23
SHP003738,Noida,Dubai,Road,7,Delivered,2025-06-10,SKU108,214,2025-06-17
SHP003739,Bangkok,Dubai,Air,9,In Transit,2025-04-10,SKU103,102,2025-04-19
SHP003740,Zhengzhou,Sydney,Air,6,Delayed,2025-08-28,SKU105,140,2025-09-03
SHP003741,Ho Chi Minh City,Sao Paulo,Air,5,In Transit,2025-07-14,SKU116,147,2025-07-19
SHP003742,Zhengzhou,Chicago,Sea,19,Delayed,2025-10-13,SKU101,107,2025-11-01
SHP003743,Noida,Chicago,Sea,18,Delivered,2025-05-29,SKU109,91,2025-06-16
SHP003744,Bangkok,Singapore,Road,19,Delayed,2025-08-28,SKU123,119,2025-09-16
SHP003745,Chennai,Sao Paulo,Sea,11,In Transit,2025-11-30,SKU100,130,2025-12-11
SHP003746,Chennai,Johannesburg,Air,20,In Transit,2025-10-26,SKU112,144,2025-11-15
SHP003747,Noida,Sydney,Sea,4,Delivered,2025-04-27,SKU125,153,2025-05-01
SHP003748,Ho Chi Minh City,Singapore,Road,20,Delivered,2025-08-30,SKU111,120,2025-09-19
SHP003749,Chennai,Singapore,Air,21,Delivered,2025-06-03,SKU123,117,2025-06-24
SHP003750,Shenzhen,Dubai,Sea,25,Delayed,2025-12-23,SKU117,193,2026-01-17
SHP003751,Zhengzhou,Johannesburg,Sea,12,Delayed,2025-07-09,SKU113,142,2025-07-21
SHP003752,Chennai,Rotterdam,Road,11,Delivered,2025-03-31,SKU110,119,2025-04-11
SHP003753,Chennai,Dubai,Sea,23,Delivered,2025-11-30,SKU117,90,2025-12-23
SHP003754,Noida,Rotterdam,Road,25,In Transit,2025-02-22,SKU118,215,2025-03-19
SHP003755,Zhengzhou,Sao Paulo,Sea,16,Delayed,2025-03-12,SKU123,139,2025-03-28
SHP003756,Noida,Johannesburg,Air,21,In Transit,2025-10-29,SKU104,122,2025-11-19
SHP003757,Ho Chi Minh City,Sydney,Air,16,In Transit,2025-05-29,SKU116,212,2025-06-14
SHP003758,Shenzhen,Sydney,Road,24,In Transit,2025-12-08,SKU125,203,2026-01-01
SHP003759,Noida,Dubai,Road,21,In Transit,2025-02-14,SKU122,202,2025-03-07
SHP003760,Shenzhen,Sao Paulo,Air,4,Delayed,2025-10-28,SKU121,191,2025-11-01
SHP003761,Zhengzhou,Chicago,Road,23,Delivered,2025-05-25,SKU117,159,2025-06-17
SHP003762,Zhengzhou,Dubai,Sea,4,In Transit,2025-12-25,SKU118,204,2025-12-29
SHP003763,Shenzhen,Sydney,Road,14,In Transit,2025-02-19,SKU103,184,2025-03-05
SHP003764,Chennai,Dubai,Sea,15,Delivered,2025-07-18,SKU106,213,2025-08-02
SHP003765,Zhengzhou,Rotterdam,Air,15,Delayed,2025-07-28,SKU105,190,2025-08-12
SHP003766,Noida,Johannesburg,Air,12,Delayed,2025-09-22,SKU106,169,2025-10-04
SHP003767,Noida,Mumbai,Sea,12,Delivered,2025-09-19,SKU113,233,2025-10-01
SHP003768,Ho Chi Minh City,Sao Paulo,Sea,14,Delayed,2025-07-17,SKU114,92,2025-07-31
SHP003769,Ho Chi Minh City,Singapore,Sea,15,Delivered,2025-10-26,SKU120,196,2025-11-10
SHP003770,Ho Chi Minh City,Johannesburg,Air,8,Delayed,2025-09-02,SKU119,226,2025-09-10
SHP003771,Noida,Sydney,Sea,11,In Transit,2025-11-03,SKU119,216,2025-11-14
SHP003772,Zhengzhou,Singapore,Road,6,In Transit,2025-12-26,SKU110,122,2026-01-01
SHP003773,Shenzhen,Johannesburg,Sea,17,Delivered,2025-11-16,SKU117,155,2025-12-03
SHP003774,Noida,Sydney,Road,24,Delayed,2025-08-22,SKU108,188,2025-09-15
SHP003775,Zhengzhou,Chicago,Sea,5,Delivered,2025-07-27,SKU125,155,2025-08-01
SHP003776,Noida,Rotterdam,Road,24,Delivered,2025-02-04,SKU111,192,2025-02-28
SHP003777,Zhengzhou,Sydney,Road,19,Delayed,2025-08-10,SKU102,136,2025-08-29
SHP003778,Ho Chi Minh City,Dubai,Road,12,In Transit,2025-12-04,SKU112,140,2025-12-16
SHP003779,Zhengzhou,Johannesburg,Sea,5,Delivered,2025-10-14,SKU125,161,2025-10-19
SHP003780,Zhengzhou,Dubai,Sea,5,In Transit,2025-06-12,SKU114,218,2025-06-17
SHP003781,Chennai,Sao Paulo,Sea,18,In Transit,2025-06-10,SKU122,118,2025-06-28
SHP003782,Zhengzhou,Chicago,Sea,13,Delivered,2025-12-31,SKU124,206,2026-01-13
SHP003783,Zhengzhou,Mumbai,Air,7,Delayed,2025-03-13,SKU109,230,2025-03-20
SHP003784,Ho Chi Minh City,Rotterdam,Air,13,Delivered,2025-04-18,SKU112,190,2025-05-01
SHP003785,Noida,Sydney,Air,9,In Transit,2025-12-04,SKU122,121,2025-12-13
SHP003786,Shenzhen,Johannesburg,Road,16,In Transit,2025-04-05,SKU120,224,2025-04-21
SHP003787,Ho Chi Minh City,Dubai,Road,11,In Transit,2025-07-31,SKU104,126,2025-08-11
SHP003788,Ho Chi Minh City,Chicago,Road,18,In Transit,2025-06-05,SKU114,184,2025-06-23
SHP003789,Ho Chi Minh City,Rotterdam,Road,8,In Transit,2025-01-26,SKU117,171,2025-02-03
SHP003790,Chennai,Sao Paulo,Sea,22,Delayed,2025-01-26,SKU101,128,2025-02-17
SHP003791,Shenzhen,Sao Paulo,Air,15,Delayed,2025-09-15,SKU101,163,2025-09-30
SHP003792,Bangkok,Sydney,Air,8,In Transit,2025-03-28,SKU108,166,2025-04-05
SHP003793,Ho Chi Minh City,Mumbai,Road,14,Delayed,2025-03-23,SKU113,135,2025-04-06
SHP003794,Zhengzhou,Rotterdam,Air,4,Delayed,2025-08-28,SKU109,192,2025-09-01
SHP003795,Ho Chi Minh City,Singapore,Road,4,Delayed,2025-03-24,SKU109,146,2025-03-28
SHP003796,Zhengzhou,Rotterdam,Sea,18,Delivered,2025-05-07,SKU122,147,2025-05-25
SHP003797,Zhengzhou,Johannesburg,Air,17,In Transit,2025-03-26,SKU123,148,2025-04-12
SHP003798,Shenzhen,Sao Paulo,Air,8,In Transit,2025-12-17,SKU125,124,2025-12-25
SHP003799,Chennai,Sydney,Road,12,Delayed,2025-05-01,SKU125,129,2025-05-13
SHP003800,Bangkok,Dubai,Sea,12,Delayed,2025-10-25,SKU126,138,2025-11-06
SHP003801,Bangkok,Sydney,Road,3,Delivered,2025-01-14,SKU128,218,2025-01-17
SHP003802,Zhengzhou,Sao Paulo,Sea,6,Delivered,2025-01-15,SKU106,166,2025-01-21
SHP003803,Shenzhen,Sao Paulo,Road,25,Delivered,2025-03-03,SKU127,131,2025-03-28
SHP003804,Zhengzhou,Sao Paulo,Air,14,Delayed,2025-09-05,SKU129,153,2025-09-19
SHP003805,Shenzhen,Rotterdam,Sea,12,In Transit,2025-05-22,SKU125,188,2025-06-03
SHP003806,Ho Chi Minh City,Mumbai,Sea,6,Delayed,2025-05-11,SKU121,194,2025-05-17
SHP003807,Zhengzhou,Chicago,Road,25,Delayed,2025-11-08,SKU102,203,2025-12-03
SHP003808,Bangkok,Singapore,Sea,9,Delivered,2025-11-30,SKU104,199,2025-12-09
SHP003809,Noida,Dubai,Sea,21,Delayed,2025-07-16,SKU128,110,2025-08-06
SHP003810,Chennai,Johannesburg,Air,8,Delivered,2025-10-28,SKU106,113,2025-11-05
SHP003811,Chennai,Sydney,Sea,12,In Transit,2025-07-31,SKU126,183,2025-08-12
SHP003812,Noida,Chicago,Air,24,Delayed,2025-01-25,SKU116,165,2025-02-18
SHP003813,Shenzhen,Rotterdam,Air,2,Delayed,2025-11-26,SKU124,212,2025-11-28
SHP003814,Zhengzhou,Johannesburg,Air,16,In Transit,2025-10-10,SKU102,156,2025-10-26
SHP003815,Bangkok,Dubai,Sea,21,Delivered,2025-01-02,SKU113,206,2025-01-23
SHP003816,Shenzhen,Dubai,Sea,21,Delayed,2025-08-10,SKU122,118,2025-08-31
SHP003817,Chennai,Mumbai,Air,22,Delayed,2025-03-04,SKU110,102,2025-03-26
SHP003818,Noida,Johannesburg,Sea,14,Delayed,2025-07-21,SKU100,130,2025-08-04
SHP003819,Shenzhen,Mumbai,Sea,10,In Transit,2025-12-22,SKU118,116,2026-01-01
SHP003820,Shenzhen,Sao Paulo,Sea,8,Delivered,2025-04-21,SKU120,211,2025-04-29
SHP003821,Chennai,Sydney,Road,22,In Transit,2025-03-09,SKU122,108,2025-03-31
SHP003822,Noida,Mumbai,Road,9,Delayed,2025-09-30,SKU110,105,2025-10-09
SHP003823,Zhengzhou,Sao Paulo,Air,3,Delivered,2025-01-02,SKU117,131,2025-01-05
SHP003824,Bangkok,Johannesburg,Sea,19,Delayed,2025-10-20,SKU129,111,2025-11-08
SHP003825,Shenzhen,Sao Paulo,Sea,11,Delayed,2025-04-14,SKU124,211,2025-04-25
SHP003826,Chennai,Singapore,Air,3,Delivered,2025-09-10,SKU109,186,2025-09-13
SHP003827,Ho Chi Minh City,Chicago,Air,5,Delayed,2025-11-25,SKU102,222,2025-11-30
SHP003828,Ho Chi Minh City,Singapore,Road,3,Delayed,2025-04-10,SKU127,120,2025-04-13
SHP003829,Bangkok,Sao Paulo,Sea,18,In Transit,2025-11-21,SKU114,229,2025-12-09
SHP003830,Shenzhen,Sydney,Road,16,Delayed,2025-01-15,SKU119,147,2025-01-31
SHP003831,Ho Chi Minh City,Dubai,Road,2,In Transit,2025-09-13,SKU100,169,2025-09-15
SHP003832,Shenzhen,Johannesburg,Sea,20,In Transit,2025-09-27,SKU109,148,2025-10-17
SHP003833,Noida,Chicago,Road,8,Delayed,2025-02-05,SKU112,144,2025-02-13
SHP003834,Bangkok,Johannesburg,Road,13,Delayed,2025-02-10,SKU125,144,2025-02-23
SHP003835,Noida,Singapore,Road,10,Delayed,2025-08-11,SKU110,200,2025-08-21
SHP003836,Shenzhen,Johannesburg,Road,16,Delayed,2025-06-08,SKU111,198,2025-06-24
SHP003837,Noida,Singapore,Air,11,Delivered,2025-12-18,SKU113,106,2025-12-29
SHP003838,Ho Chi Minh City,Rotterdam,Sea,25,Delayed,2025-02-18,SKU128,129,2025-03-15
SHP003839,Bangkok,Mumbai,Road,24,Delayed,2025-11-14,SKU117,147,2025-12-08
SHP003840,Zhengzhou,Sydney,Road,24,Delivered,2025-03-15,SKU121,196,2025-04-08
SHP003841,Shenzhen,Johannesburg,Sea,11,Delivered,2025-06-06,SKU126,137,2025-06-17
SHP003842,Shenzhen,Chicago,Road,7,Delivered,2025-01-27,SKU100,214,2025-02-03
SHP003843,Bangkok,Dubai,Road,10,Delivered,2025-11-12,SKU111,99,2025-11-22
SHP003844,Shenzhen,Sydney,Air,19,Delayed,2025-03-26,SKU120,110,2025-04-14
SHP003845,Noida,Sydney,Air,6,Delivered,2025-10-04,SKU119,138,2025-10-10
SHP003846,Ho Chi Minh City,Sao Paulo,Air,13,Delivered,2025-03-04,SKU113,199,2025-03-17
SHP003847,Noida,Sao Paulo,Road,7,Delayed,2025-01-18,SKU103,165,2025-01-25
SHP003848,Bangkok,Johannesburg,Sea,11,In Transit,2025-04-21,SKU108,101,2025-05-02
SHP003849,Zhengzhou,Sydney,Road,16,Delivered,2025-03-05,SKU128,206,2025-03-21
SHP003850,Zhengzhou,Sao Paulo,Air,11,Delivered,2025-09-18,SKU112,154,2025-09-29
SHP003851,Chennai,Johannesburg,Air,10,Delivered,2025-01-02,SKU127,130,2025-01-12
SHP003852,Chennai,Dubai,Road,11,Delivered,2025-04-18,SKU104,191,2025-04-29
SHP003853,Bangkok,Rotterdam,Road,24,Delayed,2025-01-14,SKU105,187,2025-02-07
SHP003854,Chennai,Chicago,Road,4,In Transit,2025-10-13,SKU105,180,2025-10-17
SHP003855,Bangkok,Rotterdam,Road,2,Delivered,2025-08-19,SKU122,168,2025-08-21
SHP003856,Ho Chi Minh City,Sydney,Sea,2,Delivered,2025-11-07,SKU112,107,2025-11-09
SHP003857,Noida,Sydney,Air,5,Delayed,2025-07-07,SKU108,166,2025-07-12
SHP003858,Zhengzhou,Mumbai,Road,3,Delivered,2025-12-13,SKU100,185,2025-12-16
SHP003859,Shenzhen,Singapore,Road,14,In Transit,2025-01-09,SKU128,102,2025-01-23
SHP003860,Ho Chi Minh City,Sao Paulo,Sea,24,Delivered,2025-10-17,SKU107,177,2025-11-10
SHP003861,Chennai,Chicago,Air,23,Delivered,2025-02-18,SKU115,135,2025-03-13
SHP003862,Ho Chi Minh City,Singapore,Road,21,Delayed,2025-04-15,SKU100,118,2025-05-06
SHP003863,Noida,Mumbai,Road,14,Delayed,2025-09-14,SKU115,122,2025-09-28
SHP003864,Noida,Rotterdam,Road,14,In Transit,2025-05-22,SKU109,198,2025-06-05
SHP003865,Shenzhen,Dubai,Road,5,Delivered,2025-10-03,SKU121,119,2025-10-08
SHP003866,Ho Chi Minh City,Dubai,Sea,12,In Transit,2025-04-15,SKU108,179,2025-04-27
SHP003867,Shenzhen,Johannesburg,Sea,20,Delivered,2025-08-15,SKU129,127,2025-09-04
SHP003868,Chennai,Sydney,Road,15,Delivered,2025-05-20,SKU102,172,2025-06-04
SHP003869,Ho Chi Minh City,Dubai,Air,11,In Transit,2025-11-21,SKU103,201,2025-12-02
SHP003870,Noida,Singapore,Air,21,Delivered,2025-05-16,SKU129,165,2025-06-06
SHP003871,Bangkok,Sydney,Road,13,Delivered,2025-03-25,SKU111,121,2025-04-07
SHP003872,Bangkok,Chicago,Air,8,In Transit,2025-05-10,SKU115,159,2025-05-18
SHP003873,Bangkok,Mumbai,Sea,16,Delivered,2025-08-19,SKU114,133,2025-09-04
SHP003874,Noida,Johannesburg,Road,21,In Transit,2025-11-03,SKU113,177,2025-11-24
SHP003875,Ho Chi Minh City,Chicago,Sea,12,Delayed,2025-01-15,SKU119,208,2025-01-27
SHP003876,Zhengzhou,Rotterdam,Air,6,Delayed,2025-11-20,SKU118,117,2025-11-26
SHP003877,Zhengzhou,Chicago,Sea,21,Delivered,2025-08-27,SKU108,165,2025-09-17
SHP003878,Bangkok,Singapore,Air,12,Delivered,2025-11-22,SKU117,178,2025-12-04
SHP003879,Noida,Rotterdam,Road,23,Delivered,2025-03-20,SKU126,95,2025-04-12
SHP003880,Chennai,Sao Paulo,Sea,6,In Transit,2025-08-06,SKU106,112,2025-08-12
SHP003881,Noida,Rotterdam,Sea,11,In Transit,2025-10-19,SKU127,169,2025-10-30
SHP003882,Shenzhen,Chicago,Road,5,Delivered,2025-07-05,SKU120,111,2025-07-10
SHP003883,Zhengzhou,Sydney,Air,2,In Transit,2025-12-03,SKU113,107,2025-12-05
SHP003884,Ho Chi Minh City,Sao Paulo,Road,12,Delayed,2025-06-24,SKU109,190,2025-07-06
SHP003885,Noida,Sydney,Road,11,In Transit,2025-03-03,SKU125,208,2025-03-14
SHP003886,Noida,Dubai,Road,8,Delivered,2025-05-09,SKU101,129,2025-05-17
SHP003887,Zhengzhou,Singapore,Sea,4,Delivered,2025-12-07,SKU114,97,2025-12-11
SHP003888,Bangkok,Sydney,Air,13,Delayed,2025-05-25,SKU126,147,2025-06-07
SHP003889,Ho Chi Minh City,Rotterdam,Road,11,In Transit,2025-09-16,SKU122,168,2025-09-27
SHP003890,Bangkok,Dubai,Sea,21,Delivered,2025-12-11,SKU129,173,2026-01-01
SHP003891,Chennai,Dubai,Road,6,In Transit,2025-02-13,SKU128,166,2025-02-19
SHP003892,Noida,Rotterdam,Air,4,Delayed,2025-12-07,SKU128,140,2025-12-11
SHP003893,Zhengzhou,Sao Paulo,Sea,18,Delayed,2025-10-06,SKU102,175,2025-10-24
SHP003894,Noida,Johannesburg,Road,15,Delayed,2025-10-25,SKU104,106,2025-11-09
SHP003895,Shenzhen,Johannesburg,Air,4,Delayed,2025-03-20,SKU100,107,2025-03-24
SHP003896,Shenzhen,Singapore,Road,22,In Transit,2025-08-04,SKU124,190,2025-08-26
SHP003897,Noida,Johannesburg,Road,9,Delayed,2025-09-14,SKU101,230,2025-09-23
SHP003898,Chennai,Dubai,Road,18,Delayed,2025-09-26,SKU129,155,2025-10-14
SHP003899,Ho Chi Minh City,Rotterdam,Sea,9,Delayed,2025-07-30,SKU106,200,2025-08-08
SHP003900,Noida,Mumbai,Air,11,Delivered,2025-07-31,SKU112,112,2025-08-11
SHP003901,Chennai,Singapore,Air,17,Delivered,2025-03-19,SKU111,116,2025-04-05
SHP003902,Bangkok,Chicago,Road,16,In Transit,2025-01-28,SKU112,198,2025-02-13
SHP003903,Chennai,Singapore,Air,10,In Transit,2025-08-04,SKU127,162,2025-08-14
SHP003904,Shenzhen,Mumbai,Air,7,Delivered,2025-02-26,SKU108,120,2025-03-05
SHP003905,Noida,Johannesburg,Sea,16,Delayed,2025-02-23,SKU106,208,2025-03-11
SHP003906,Shenzhen,Sydney,Road,14,In Transit,2025-05-24,SKU113,231,2025-06-07
SHP003907,Ho Chi Minh City,Sydney,Sea,2,Delayed,2025-09-16,SKU126,182,2025-09-18
SHP003908,Chennai,Rotterdam,Air,5,In Transit,2025-04-08,SKU116,216,2025-04-13
SHP003909,Ho Chi Minh City,Mumbai,Sea,15,Delivered,2025-04-12,SKU115,231,2025-04-27
SHP003910,Shenzhen,Singapore,Air,7,Delayed,2025-12-22,SKU109,146,2025-12-29
SHP003911,Shenzhen,Sydney,Sea,14,Delayed,2025-11-27,SKU108,186,2025-12-11
SHP003912,Bangkok,Sydney,Air,9,In Transit,2025-03-07,SKU124,175,2025-03-16
SHP003913,Zhengzhou,Sao Paulo,Road,16,In Transit,2025-12-19,SKU114,131,2026-01-04
SHP003914,Shenzhen,Johannesburg,Road,23,In Transit,2025-03-08,SKU112,112,2025-03-31
SHP003915,Zhengzhou,Rotterdam,Road,13,In Transit,2025-07-20,SKU112,196,2025-08-02
SHP003916,Chennai,Sydney,Air,17,Delivered,2025-08-24,SKU108,212,2025-09-10
SHP003917,Noida,Mumbai,Sea,3,Delivered,2025-06-24,SKU106,134,2025-06-27
SHP003918,Chennai,Chicago,Road,11,Delivered,2025-10-09,SKU121,177,2025-10-20
SHP003919,Chennai,Sao Paulo,Sea,5,Delivered,2025-05-29,SKU120,142,2025-06-03
SHP003920,Zhengzhou,Rotterdam,Sea,11,Delayed,2025-10-20,SKU121,212,2025-10-31
SHP003921,Zhengzhou,Dubai,Road,18,Delayed,2025-10-13,SKU119,112,2025-10-31
SHP003922,Ho Chi Minh City,Singapore,Sea,6,Delivered,2025-09-17,SKU103,164,2025-09-23
SHP003923,Ho Chi Minh City,Rotterdam,Road,17,Delivered,2025-12-10,SKU111,167,2025-12-27
SHP003924,Noida,Dubai,Road,13,Delayed,2025-04-10,SKU109,154,2025-04-23
SHP003925,Chennai,Mumbai,Sea,13,Delayed,2025-10-31,SKU129,127,2025-11-13
SHP003926,Noida,Dubai,Sea,13,Delivered,2025-02-08,SKU107,202,2025-02-21
SHP003927,Chennai,Dubai,Sea,7,Delivered,2025-03-07,SKU108,122,2025-03-14
SHP003928,Shenzhen,Johannesburg,Road,18,Delivered,2025-10-02,SKU111,139,2025-10-20
SHP003929,Chennai,Chicago,Air,16,Delivered,2025-08-22,SKU120,151,2025-09-07
SHP003930,Zhengzhou,Singapore,Sea,2,Delayed,2025-08-09,SKU105,187,2025-08-11
SHP003931,Zhengzhou,Sydney,Air,2,In Transit,2025-06-11,SKU105,160,2025-06-13
SHP003932,Zhengzhou,Sao Paulo,Air,11,In Transit,2025-07-02,SKU107,115,2025-07-13
SHP003933,Bangkok,Sao Paulo,Air,17,Delivered,2025-06-12,SKU122,153,2025-06-29
SHP003934,Noida,Mumbai,Air,20,Delayed,2025-09-20,SKU120,99,2025-10-10
SHP003935,Noida,Dubai,Air,4,Delivered,2025-05-30,SKU106,151,2025-06-03
SHP003936,Zhengzhou,Dubai,Sea,12,Delivered,2025-09-22,SKU104,182,2025-10-04
SHP003937,Bangkok,Chicago,Air,14,Delivered,2025-08-17,SKU117,149,2025-08-31
SHP003938,Ho Chi Minh City,Chicago,Road,3,In Transit,2025-06-08,SKU106,119,2025-06-11
SHP003939,Zhengzhou,Singapore,Air,7,Delivered,2025-05-12,SKU119,172,2025-05-19
SHP003940,Chennai,Johannesburg,Road,15,Delayed,2025-03-28,SKU101,146,2025-04-12
SHP003941,Ho Chi Minh City,Chicago,Road,23,In Transit,2025-02-14,SKU105,160,2025-03-09
SHP003942,Shenzhen,Rotterdam,Air,25,In Transit,2025-04-15,SKU118,184,2025-05-10
SHP003943,Noida,Rotterdam,Air,23,Delayed,2025-05-01,SKU116,152,2025-05-24
SHP003944,Shenzhen,Johannesburg,Air,9,Delayed,2025-07-07,SKU124,166,2025-07-16
SHP003945,Ho Chi Minh City,Singapore,Sea,4,In Transit,2025-10-28,SKU114,109,2025-11-01
SHP003946,Bangkok,Chicago,Air,21,Delayed,2025-09-18,SKU128,200,2025-10-09
SHP003947,Ho Chi Minh City,Singapore,Sea,14,Delivered,2025-09-08,SKU119,224,2025-09-22
SHP003948,Shenzhen,Mumbai,Road,3,Delivered,2025-06-13,SKU108,199,2025-06-16
SHP003949,Ho Chi Minh City,Chicago,Road,13,In Transit,2025-11-27,SKU127,195,2025-12-10
SHP003950,Zhengzhou,Sao Paulo,Road,4,Delayed,2025-11-18,SKU129,166,2025-11-22
SHP003951,Shenzhen,Chicago,Air,24,In Transit,2025-09-24,SKU106,205,2025-10-18
SHP003952,Chennai,Singapore,Sea,9,In Transit,2025-03-20,SKU103,235,2025-03-29
SHP003953,Shenzhen,Johannesburg,Road,19,Delivered,2025-02-20,SKU120,183,2025-03-11
SHP003954,Shenzhen,Chicago,Air,8,Delivered,2025-05-06,SKU120,155,2025-05-14
SHP003955,Shenzhen,Singapore,Road,8,In Transit,2025-03-21,SKU127,207,2025-03-29
SHP003956,Chennai,Dubai,Air,24,In Transit,2025-07-24,SKU100,140,2025-08-17
SHP003957,Ho Chi Minh City,Sao Paulo,Sea,24,Delayed,2025-06-14,SKU114,213,2025-07-08
SHP003958,Zhengzhou,Mumbai,Road,17,Delivered,2025-04-30,SKU119,212,2025-05-17
SHP003959,Bangkok,Chicago,Road,4,Delivered,2025-06-13,SKU105,140,2025-06-17
SHP003960,Noida,Chicago,Sea,18,In Transit,2025-06-27,SKU129,100,2025-07-15
SHP003961,Zhengzhou,Johannesburg,Road,12,Delayed,2025-08-07,SKU118,183,2025-08-19
SHP003962,Bangkok,Sao Paulo,Sea,17,In Transit,2025-10-28,SKU103,115,2025-11-14
SHP003963,Shenzhen,Sydney,Road,21,Delayed,2025-07-02,SKU100,181,2025-07-23
SHP003964,Bangkok,Johannesburg,Sea,14,In Transit,2025-10-30,SKU125,102,2025-11-13
SHP003965,Noida,Rotterdam,Air,16,Delayed,2025-10-28,SKU113,220,2025-11-13
SHP003966,Shenzhen,Dubai,Sea,21,Delayed,2025-11-06,SKU125,227,2025-11-27
