Date,SKUID,ForecastQty,ActualQty
2025-07-01,SKU113,300,277
2025-07-01,SKU114,329,337
2025-07-01,SKU115,201,186
2025-07-01,SKU116,164,170
2025-07-01,SKU117,368,354
2025-07-01,SKU118,271,250
2025-07-01,SKU119,236,236
2025-07-01,SKU120,459,469
2025-07-01,SKU121,524,482
2025-07-01,SKU122,271,283
2025-07-01,SKU123,146,137
2025-07-01,SKU124,335,312
2025-07-01,SKU125,196,202
2025-07-01,SKU126,133,140
2025-07-01,SKU127,474,496
2025-07-01,SKU128,416,413
2025-07-01,SKU129,523,485
2025-07-02,SKU100,95,95
2025-07-02,SKU101,141,142
2025-07-02,SKU102,283,262
2025-07-02,SKU103,129,141
2025-07-02,SKU104,282,308
2025-07-02,SKU105,225,242
2025-07-02,SKU106,397,416
2025-07-02,SKU107,358,338
2025-07-02,SKU108,440,428
2025-07-02,SKU109,95,104
2025-07-02,SKU110,175,163
2025-07-02,SKU111,436,434
2025-07-02,SKU112,488,459
2025-07-02,SKU113,304,307
2025-07-02,SKU114,294,300
2025-07-02,SKU115,165,176
2025-07-02,SKU116,240,222
2025-07-02,SKU117,111,103
2025-07-02,SKU118,278,262
2025-07-02,SKU119,323,354
2025-07-02,SKU120,413,412
2025-07-02,SKU121,99,92
2025-07-02,SKU122,401,429
2025-07-02,SKU123,223,238
2025-07-02,SKU124,165,179
2025-07-02,SKU125,221,234
2025-07-02,SKU126,448,485
2025-07-02,SKU127,284,283
2025-07-02,SKU128,123,124
2025-07-02,SKU129,91,97
2025-07-03,SKU100,436,448
2025-07-03,SKU101,432,417
2025-07-03,SKU102,154,166
2025-07-03,SKU103,491,497
2025-07-03,SKU104,190,177
2025-07-03,SKU105,152,169
2025-07-03,SKU106,334,322
2025-07-03,SKU107,246,261
2025-07-03,SKU108,273,298
2025-07-03,SKU109,313,320
2025-07-03,SKU110,286,315
2025-07-03,SKU111,389,390
2025-07-03,SKU112,358,338
2025-07-03,SKU113,91,99
2025-07-03,SKU114,155,159
2025-07-03,SKU115,342,363
2025-07-03,SKU116,375,366
2025-07-03,SKU117,136,125
2025-07-03,SKU118,519,486
2025-07-03,SKU119,465,442
2025-07-03,SKU120,223,212
2025-07-03,SKU121,243,246
2025-07-03,SKU122,145,154
2025-07-03,SKU123,146,158
2025-07-03,SKU124,444,444
2025-07-03,SKU125,476,466
2025-07-03,SKU126,260,257
2025-07-03,SKU127,465,459
2025-07-03,SKU128,461,420
2025-07-03,SKU129,162,174
2025-07-04,SKU100,320,352
2025-07-04,SKU101,485,486
2025-07-04,SKU102,180,200
2025-07-04,SKU103,211,197
2025-07-04,SKU104,146,142
2025-07-04,SKU105,92,86
2025-07-04,SKU106,465,476
2025-07-04,SKU107,109,109
2025-07-04,SKU108,268,284
2025-07-04,SKU109,404,416
2025-07-04,SKU110,433,454
2025-07-04,SKU111,255,265
2025-07-04,SKU112,457,489
2025-07-04,SKU113,110,114
2025-07-04,SKU114,198,217
2025-07-04,SKU115,410,424
2025-07-04,SKU116,89,88
2025-07-04,SKU117,391,375
2025-07-04,SKU118,368,382
2025-07-04,SKU119,279,263
2025-07-04,SKU120,441,491
2025-07-04,SKU121,195,209
2025-07-04,SKU122,79,87
2025-07-04,SKU123,119,129
2025-07-04,SKU124,149,156
2025-07-04,SKU125,214,204
2025-07-04,SKU126,389,397
2025-07-04,SKU127,407,411
2025-07-04,SKU128,345,347
2025-07-04,SKU129,297,298
2025-07-05,SKU100,246,260
2025-07-05,SKU101,202,186
2025-07-05,SKU102,453,437
2025-07-05,SKU103,356,388
2025-07-05,SKU104,223,238
2025-07-05,SKU105,476,451
2025-07-05,SKU106,163,173
2025-07-05,SKU107,148,161
2025-07-05,SKU108,97,92
2025-07-05,SKU109,260,273
2025-07-05,SKU110,403,407
2025-07-05,SKU111,86,83
2025-07-05,SKU112,322,295
2025-07-05,SKU113,226,236
2025-07-05,SKU114,301,302
2025-07-05,SKU115,314,309
2025-07-05,SKU116,122,125
2025-07-05,SKU117,253,257
2025-07-05,SKU118,225,249
2025-07-05,SKU119,250,260
2025-07-05,SKU120,164,181
2025-07-05,SKU121,221,219
2025-07-05,SKU122,313,317
2025-07-05,SKU123,410,405
2025-07-05,SKU124,385,371
2025-07-05,SKU125,168,185
2025-07-05,SKU126,331,318
2025-07-05,SKU127,238,259
2025-07-05,SKU128,310,316
2025-07-05,SKU129,220,233
2025-07-06,SKU100,240,229
2025-07-06,SKU101,223,211
2025-07-06,SKU102,139,142
2025-07-06,SKU103,215,205
2025-07-06,SKU104,480,441
2025-07-06,SKU105,372,376
2025-07-06,SKU106,234,218
2025-07-06,SKU107,367,349
2025-07-06,SKU108,342,367
2025-07-06,SKU109,369,383
2025-07-06,SKU110,406,389
2025-07-06,SKU111,209,191
2025-07-06,SKU112,362,352
2025-07-06,SKU113,200,218
2025-07-06,SKU114,92,84
2025-07-06,SKU115,133,146
2025-07-06,SKU116,342,325
2025-07-06,SKU117,252,234
2025-07-06,SKU118,170,178
2025-07-06,SKU119,283,291
2025-07-06,SKU120,351,379
2025-07-06,SKU121,184,205
2025-07-06,SKU122,365,370
2025-07-06,SKU123,104,112
2025-07-06,SKU124,337,370
2025-07-06,SKU125,491,457
2025-07-06,SKU126,441,478
2025-07-06,SKU127,305,316
2025-07-06,SKU128,263,262
2025-07-06,SKU129,171,177
2025-07-07,SKU100,420,436
2025-07-07,SKU101,112,123
2025-07-07,SKU102,244,269
2025-07-07,SKU103,162,173
2025-07-07,SKU104,443,423
2025-07-07,SKU105,194,207
2025-07-07,SKU106,164,173
2025-07-07,SKU107,122,135
2025-07-07,SKU108,323,310
2025-07-07,SKU109,476,459
2025-07-07,SKU110,510,480
2025-07-07,SKU111,383,362
2025-07-07,SKU112,461,443
2025-07-07,SKU113,217,223
2025-07-07,SKU114,170,158
2025-07-07,SKU115,424,411
2025-07-07,SKU116,206,226
2025-07-07,SKU117,95,99
2025-07-07,SKU118,150,159
2025-07-07,SKU119,96,104
2025-07-07,SKU120,219,223
2025-07-07,SKU121,324,309
2025-07-07,SKU122,504,465
2025-07-07,SKU123,168,182
2025-07-07,SKU124,460,486
2025-07-07,SKU125,142,148
2025-07-07,SKU126,178,190
2025-07-07,SKU127,85,91
2025-07-07,SKU128,315,319
2025-07-07,SKU129,146,142
2025-07-08,SKU100,397,408
2025-07-08,SKU101,181,168
2025-07-08,SKU102,383,364
2025-07-08,SKU103,181,200
2025-07-08,SKU104,449,485
2025-07-08,SKU105,229,231
2025-07-08,SKU106,486,459
2025-07-08,SKU107,325,312
2025-07-08,SKU108,452,488
2025-07-08,SKU109,247,271
2025-07-08,SKU110,218,212
2025-07-08,SKU111,478,453
2025-07-08,SKU112,332,323
2025-07-08,SKU113,259,244
2025-07-08,SKU114,420,398
2025-07-08,SKU115,187,173
2025-07-08,SKU116,271,264
2025-07-08,SKU117,283,305
2025-07-08,SKU118,373,402
2025-07-08,SKU119,104,112
2025-07-08,SKU120,106,100
2025-07-08,SKU121,418,432
2025-07-08,SKU122,337,353
2025-07-08,SKU123,354,339
2025-07-08,SKU124,205,206
2025-07-08,SKU125,315,311
2025-07-08,SKU126,160,175
2025-07-08,SKU127,96,104
2025-07-08,SKU128,95,101
2025-07-08,SKU129,356,363
2025-07-09,SKU100,422,435
2025-07-09,SKU101,491,456
2025-07-09,SKU102,123,132
2025-07-09,SKU103,361,332
2025-07-09,SKU104,195,207
2025-07-09,SKU105,147,163
2025-07-09,SKU106,141,153
2025-07-09,SKU107,411,427
2025-07-09,SKU108,400,410
2025-07-09,SKU109,187,179
2025-07-09,SKU110,378,356
2025-07-09,SKU111,220,230
2025-07-09,SKU112,359,337
2025-07-09,SKU113,392,386
2025-07-09,SKU114,216,218
2025-07-09,SKU115,277,271
2025-07-09,SKU116,351,339
2025-07-09,SKU117,507,472
2025-07-09,SKU118,424,429
2025-07-09,SKU119,474,439
2025-07-09,SKU120,416,404
2025-07-09,SKU121,404,386
2025-07-09,SKU122,203,217
2025-07-09,SKU123,257,243
2025-07-09,SKU124,266,263
2025-07-09,SKU125,130,121
2025-07-09,SKU126,113,122
2025-07-09,SKU127,96,94
2025-07-09,SKU128,148,160
2025-07-09,SKU129,111,116
2025-07-10,SKU100,442,420
2025-07-10,SKU101,292,300
2025-07-10,SKU102,217,212
2025-07-10,SKU103,426,422
2025-07-10,SKU104,192,184
2025-07-10,SKU105,373,355
2025-07-10,SKU106,222,219
2025-07-10,SKU107,146,160
2025-07-10,SKU108,181,170
2025-07-10,SKU109,177,168
2025-07-10,SKU110,231,231
2025-07-10,SKU111,272,270
2025-07-10,SKU112,295,293
2025-07-10,SKU113,77,84
2025-07-10,SKU114,338,351
2025-07-10,SKU115,106,109
2025-07-10,SKU116,157,148
2025-07-10,SKU117,106,101
2025-07-10,SKU118,365,337
2025-07-10,SKU119,407,406
2025-07-10,SKU120,240,240
2025-07-10,SKU121,398,406
2025-07-10,SKU122,252,239
2025-07-10,SKU123,315,302
2025-07-10,SKU124,390,417
2025-07-10,SKU125,484,446
2025-07-10,SKU126,110,118
2025-07-10,SKU127,395,433
2025-07-10,SKU128,373,393
2025-07-10,SKU129,131,137
2025-07-11,SKU100,142,136
2025-07-11,SKU101,206,192
2025-07-11,SKU102,94,90
2025-07-11,SKU103,397,441
2025-07-11,SKU104,188,180
2025-07-11,SKU105,180,179
2025-07-11,SKU106,116,129
2025-07-11,SKU107,262,247
2025-07-11,SKU108,379,351
2025-07-11,SKU109,86,80
2025-07-11,SKU110,175,162
2025-07-11,SKU111,440,417
2025-07-11,SKU112,108,110
2025-07-11,SKU113,280,301
2025-07-11,SKU114,329,303
2025-07-11,SKU115,399,364
2025-07-11,SKU116,343,336
2025-07-11,SKU117,521,484
2025-07-11,SKU118,495,497
2025-07-11,SKU119,326,338
2025-07-11,SKU120,440,403
2025-07-11,SKU121,280,283
2025-07-11,SKU122,347,362
2025-07-11,SKU123,110,118
2025-07-11,SKU124,451,485
2025-07-11,SKU125,363,391
2025-07-11,SKU126,355,340
2025-07-11,SKU127,173,175
2025-07-11,SKU128,112,112
2025-07-11,SKU129,493,471
2025-07-12,SKU100,368,398
2025-07-12,SKU101,266,289
2025-07-12,SKU102,131,136
2025-07-12,SKU103,402,376
2025-07-12,SKU104,370,357
2025-07-12,SKU105,312,334
2025-07-12,SKU106,474,446
2025-07-12,SKU107,273,280
2025-07-12,SKU108,285,284
2025-07-12,SKU109,264,261
2025-07-12,SKU110,242,245
2025-07-12,SKU111,345,339
2025-07-12,SKU112,232,246
2025-07-12,SKU113,309,302
2025-07-12,SKU114,321,307
2025-07-12,SKU115,353,391
2025-07-12,SKU116,299,323
2025-07-12,SKU117,301,296
2025-07-12,SKU118,465,471
2025-07-12,SKU119,296,328
2025-07-12,SKU120,489,480
2025-07-12,SKU121,427,428
2025-07-12,SKU122,441,431
2025-07-12,SKU123,274,287
2025-07-12,SKU124,500,490
2025-07-12,SKU125,215,234
2025-07-12,SKU126,242,227
2025-07-12,SKU127,389,402
2025-07-12,SKU128,379,377
2025-07-12,SKU129,262,274
2025-07-13,SKU100,159,163
2025-07-13,SKU101,277,283
2025-07-13,SKU102,100,111
2025-07-13,SKU103,219,218
2025-07-13,SKU104,318,346
2025-07-13,SKU105,391,364
2025-07-13,SKU106,190,177
2025-07-13,SKU107,314,327
2025-07-13,SKU108,205,201
2025-07-13,SKU109,228,214
2025-07-13,SKU110,351,363
2025-07-13,SKU111,169,156
2025-07-13,SKU112,291,269
2025-07-13,SKU113,170,188
2025-07-13,SKU114,293,279
2025-07-13,SKU115,412,383
2025-07-13,SKU116,385,410
2025-07-13,SKU117,210,229
2025-07-13,SKU118,346,369
2025-07-13,SKU119,448,420
2025-07-13,SKU120,313,309
2025-07-13,SKU121,351,325
2025-07-13,SKU122,140,140
2025-07-13,SKU123,433,409
2025-07-13,SKU124,423,403
2025-07-13,SKU125,399,432
2025-07-13,SKU126,221,231
2025-07-13,SKU127,394,387
2025-07-13,SKU128,312,327
2025-07-13,SKU129,395,366
2025-07-14,SKU100,144,150
2025-07-14,SKU101,160,171
2025-07-14,SKU102,352,391
2025-07-14,SKU103,416,405
2025-07-14,SKU104,440,486
2025-07-14,SKU105,351,325
2025-07-14,SKU106,235,227
2025-07-14,SKU107,363,385
2025-07-14,SKU108,153,167
2025-07-14,SKU109,187,195
2025-07-14,SKU110,132,121
2025-07-14,SKU111,439,453
2025-07-14,SKU112,467,439
2025-07-14,SKU113,84,81
2025-07-14,SKU114,390,417
2025-07-14,SKU115,123,114
2025-07-14,SKU116,491,478
2025-07-14,SKU117,310,333
2025-07-14,SKU118,411,408
2025-07-14,SKU119,259,257
2025-07-14,SKU120,246,244
2025-07-14,SKU121,391,379
2025-07-14,SKU122,238,257
2025-07-14,SKU123,264,287
2025-07-14,SKU124,321,330
2025-07-14,SKU125,103,114
2025-07-14,SKU126,369,406
2025-07-14,SKU127,120,127
2025-07-14,SKU128,215,217
2025-07-14,SKU129,183,189
2025-07-15,SKU100,94,98
2025-07-15,SKU101,319,353
2025-07-15,SKU102,331,351
2025-07-15,SKU103,441,483
2025-07-15,SKU104,410,409
2025-07-15,SKU105,324,298
2025-07-15,SKU106,341,339
2025-07-15,SKU107,333,365
2025-07-15,SKU108,356,358
2025-07-15,SKU109,359,364
2025-07-15,SKU110,107,112
2025-07-15,SKU111,417,434
2025-07-15,SKU112,393,418
2025-07-15,SKU113,194,195
2025-07-15,SKU114,131,131
2025-07-15,SKU115,308,297
2025-07-15,SKU116,238,222
2025-07-15,SKU117,454,456
2025-07-15,SKU118,166,163
2025-07-15,SKU119,124,113
2025-07-15,SKU120,485,496
2025-07-15,SKU121,355,374
2025-07-15,SKU122,479,486
2025-07-15,SKU123,398,392
2025-07-15,SKU124,97,94
2025-07-15,SKU125,358,352
2025-07-15,SKU126,199,196
2025-07-15,SKU127,212,199
2025-07-15,SKU128,236,254
2025-07-15,SKU129,362,356
2025-07-16,SKU100,397,367
2025-07-16,SKU101,513,476
2025-07-16,SKU102,449,443
2025-07-16,SKU103,361,345
2025-07-16,SKU104,158,171
2025-07-16,SKU105,375,378
2025-07-16,SKU106,451,418
2025-07-16,SKU107,124,117
2025-07-16,SKU108,333,356
2025-07-16,SKU109,335,311
2025-07-16,SKU110,260,248
2025-07-16,SKU111,232,214
2025-07-16,SKU112,228,216
2025-07-16,SKU113,351,334
2025-07-16,SKU114,306,280
2025-07-16,SKU115,180,173
2025-07-16,SKU116,188,187
2025-07-16,SKU117,323,302
2025-07-16,SKU118,122,121
2025-07-16,SKU119,325,355
2025-07-16,SKU120,91,85
2025-07-16,SKU121,498,487
2025-07-16,SKU122,429,402
2025-07-16,SKU123,323,319
2025-07-16,SKU124,156,155
2025-07-16,SKU125,301,296
2025-07-16,SKU126,471,484
2025-07-16,SKU127,400,416
2025-07-16,SKU128,419,464
2025-07-16,SKU129,417,463
2025-07-17,SKU100,219,237
2025-07-17,SKU101,134,142
2025-07-17,SKU102,340,373
2025-07-17,SKU103,374,353
2025-07-17,SKU104,129,142
2025-07-17,SKU105,143,149
2025-07-17,SKU106,181,185
2025-07-17,SKU107,461,436
2025-07-17,SKU108,180,185
2025-07-17,SKU109,279,305
2025-07-17,SKU110,355,340
2025-07-17,SKU111,193,205
2025-07-17,SKU112,361,396
2025-07-17,SKU113,252,250
2025-07-17,SKU114,274,267
2025-07-17,SKU115,398,420
2025-07-17,SKU116,294,277
2025-07-17,SKU117,333,329
2025-07-17,SKU118,520,484
2025-07-17,SKU119,216,228
2025-07-17,SKU120,104,101
2025-07-17,SKU121,200,202
2025-07-17,SKU122,100,94
2025-07-17,SKU123,324,295
2025-07-17,SKU124,260,289
2025-07-17,SKU125,170,170
2025-07-17,SKU126,199,210
2025-07-17,SKU127,266,291
2025-07-17,SKU128,432,436
2025-07-17,SKU129,177,184
2025-07-18,SKU100,323,329
2025-07-18,SKU101,365,340
2025-07-18,SKU102,219,212
2025-07-18,SKU103,367,350
2025-07-18,SKU104,256,242
2025-07-18,SKU105,294,290
2025-07-18,SKU106,326,333
2025-07-18,SKU107,447,417
2025-07-18,SKU108,82,81
2025-07-18,SKU109,372,354
2025-07-18,SKU110,394,394
2025-07-18,SKU111,255,243
2025-07-18,SKU112,417,441
2025-07-18,SKU113,499,463
2025-07-18,SKU114,306,331
2025-07-18,SKU115,162,180
2025-07-18,SKU116,396,363
2025-07-18,SKU117,140,134
2025-07-18,SKU118,472,449
2025-07-18,SKU119,257,236
2025-07-18,SKU120,471,469
2025-07-18,SKU121,312,332
2025-07-18,SKU122,433,413
2025-07-18,SKU123,429,454
2025-07-18,SKU124,466,469
2025-07-18,SKU125,191,208
2025-07-18,SKU126,351,389
2025-07-18,SKU127,242,258
2025-07-18,SKU128,321,294
2025-07-18,SKU129,141,145
2025-07-19,SKU100,133,148
2025-07-19,SKU101,82,90
2025-07-19,SKU102,440,433
2025-07-19,SKU103,132,131
2025-07-19,SKU104,296,270
2025-07-19,SKU105,372,362
2025-07-19,SKU106,341,327
2025-07-19,SKU107,438,404
2025-07-19,SKU108,222,221
2025-07-19,SKU109,397,380
2025-07-19,SKU110,164,157
2025-07-19,SKU111,367,374
2025-07-19,SKU112,248,271
2025-07-19,SKU113,245,232
2025-07-19,SKU114,82,87
2025-07-19,SKU115,399,424
2025-07-19,SKU116,135,135
2025-07-19,SKU117,91,98
2025-07-19,SKU118,275,300
2025-07-19,SKU119,104,105
2025-07-19,SKU120,281,284
2025-07-19,SKU121,117,108
2025-07-19,SKU122,87,97
2025-07-19,SKU123,459,485
2025-07-19,SKU124,136,149
2025-07-19,SKU125,315,289
2025-07-19,SKU126,82,85
2025-07-19,SKU127,217,240
2025-07-19,SKU128,189,204
2025-07-19,SKU129,98,93
2025-07-20,SKU100,345,321
2025-07-20,SKU101,309,333
2025-07-20,SKU102,522,491
2025-07-20,SKU103,467,443
2025-07-20,SKU104,447,485
2025-07-20,SKU105,346,371
2025-07-20,SKU106,82,83
2025-07-20,SKU107,262,288
2025-07-20,SKU108,205,195
2025-07-20,SKU109,523,482
2025-07-20,SKU110,245,264
2025-07-20,SKU111,80,87
2025-07-20,SKU112,362,380
2025-07-20,SKU113,492,455
2025-07-20,SKU114,89,88
2025-07-20,SKU115,326,308
2025-07-20,SKU116,167,172
2025-07-20,SKU117,398,425
2025-07-20,SKU118,250,260
2025-07-20,SKU119,145,146
2025-07-20,SKU120,324,318
2025-07-20,SKU121,330,365
2025-07-20,SKU122,237,218
2025-07-20,SKU123,382,379
2025-07-20,SKU124,90,98
2025-07-20,SKU125,388,421
2025-07-20,SKU126,117,126
2025-07-20,SKU127,315,287
2025-07-20,SKU128,464,455
2025-07-20,SKU129,276,291
2025-07-21,SKU100,92,92
2025-07-21,SKU101,515,500
2025-07-21,SKU102,137,136
2025-07-21,SKU103,424,397
2025-07-21,SKU104,290,303
2025-07-21,SKU105,389,372
2025-07-21,SKU106,510,473
2025-07-21,SKU107,427,391
2025-07-21,SKU108,191,181
2025-07-21,SKU109,339,356
2025-07-21,SKU110,336,309
2025-07-21,SKU111,147,160
2025-07-21,SKU112,279,290
2025-07-21,SKU113,161,155
2025-07-21,SKU114,124,113
2025-07-21,SKU115,451,452
2025-07-21,SKU116,84,87
2025-07-21,SKU117,195,186
2025-07-21,SKU118,81,90
2025-07-21,SKU119,219,207
2025-07-21,SKU120,283,286
2025-07-21,SKU121,354,393
2025-07-21,SKU122,391,372
2025-07-21,SKU123,134,142
2025-07-21,SKU124,73,81
2025-07-21,SKU125,388,370
2025-07-21,SKU126,473,500
2025-07-21,SKU127,198,183
2025-07-21,SKU128,390,377
2025-07-21,SKU129,330,315
2025-07-22,SKU100,229,221
2025-07-22,SKU101,150,140
2025-07-22,SKU102,223,205
2025-07-22,SKU103,129,129
2025-07-22,SKU104,131,127
2025-07-22,SKU105,279,269
2025-07-22,SKU106,159,152
2025-07-22,SKU107,83,89
2025-07-22,SKU108,379,420
2025-07-22,SKU109,257,245
2025-07-22,SKU110,262,290
2025-07-22,SKU111,382,374
2025-07-22,SKU112,406,377
2025-07-22,SKU113,283,287
2025-07-22,SKU114,98,107
2025-07-22,SKU115,232,216
2025-07-22,SKU116,458,494
2025-07-22,SKU117,130,126
2025-07-22,SKU118,154,150
2025-07-22,SKU119,417,385
2025-07-22,SKU120,170,156
2025-07-22,SKU121,97,97
2025-07-22,SKU122,114,115
2025-07-22,SKU123,148,149
2025-07-22,SKU124,174,178
2025-07-22,SKU125,186,193
2025-07-22,SKU126,80,84
2025-07-22,SKU127,140,128
2025-07-22,SKU128,152,151
2025-07-22,SKU129,333,361
2025-07-23,SKU100,211,215
2025-07-23,SKU101,113,123
2025-07-23,SKU102,151,153
2025-07-23,SKU103,484,450
2025-07-23,SKU104,146,145
2025-07-23,SKU105,111,115
2025-07-23,SKU106,448,415
2025-07-23,SKU107,244,271
2025-07-23,SKU108,317,302
2025-07-23,SKU109,512,475
2025-07-23,SKU110,287,275
2025-07-23,SKU111,183,170
2025-07-23,SKU112,205,192
2025-07-23,SKU113,84,92
2025-07-23,SKU114,181,201
2025-07-23,SKU115,487,460
2025-07-23,SKU116,237,238
2025-07-23,SKU117,193,200
2025-07-23,SKU118,364,331
2025-07-23,SKU119,177,163
2025-07-23,SKU120,395,427
2025-07-23,SKU121,169,173
2025-07-23,SKU122,299,280
2025-07-23,SKU123,302,278
2025-07-23,SKU124,309,284
2025-07-23,SKU125,129,119
2025-07-23,SKU126,329,306
2025-07-23,SKU127,354,359
2025-07-23,SKU128,382,399
2025-07-23,SKU129,124,121
2025-07-24,SKU100,136,144
2025-07-24,SKU101,179,187
2025-07-24,SKU102,316,294
2025-07-24,SKU103,172,158
2025-07-24,SKU104,266,252
2025-07-24,SKU105,213,209
2025-07-24,SKU106,249,262
2025-07-24,SKU107,293,284
2025-07-24,SKU108,230,224
2025-07-24,SKU109,131,143
2025-07-24,SKU110,350,332
2025-07-24,SKU111,121,121
2025-07-24,SKU112,86,81
2025-07-24,SKU113,223,237
2025-07-24,SKU114,462,483
2025-07-24,SKU115,178,171
2025-07-24,SKU116,224,221
2025-07-24,SKU117,99,91
2025-07-24,SKU118,430,476
2025-07-24,SKU119,143,131
2025-07-24,SKU120,172,162
2025-07-24,SKU121,185,180
2025-07-24,SKU122,512,490
2025-07-24,SKU123,87,95
2025-07-24,SKU124,244,239
2025-07-24,SKU125,87,82
2025-07-24,SKU126,139,152
2025-07-24,SKU127,330,338
2025-07-24,SKU128,148,163
2025-07-24,SKU129,135,133
2025-07-25,SKU100,481,464
2025-07-25,SKU101,405,381
2025-07-25,SKU102,265,292
2025-07-25,SKU103,422,402
2025-07-25,SKU104,270,261
2025-07-25,SKU105,110,106
2025-07-25,SKU106,388,377
2025-07-25,SKU107,502,500
2025-07-25,SKU108,86,84
2025-07-25,SKU109,294,304
2025-07-25,SKU110,170,164
2025-07-25,SKU111,166,165
2025-07-25,SKU112,308,307
2025-07-25,SKU113,158,150
2025-07-25,SKU114,112,108
2025-07-25,SKU115,268,292
2025-07-25,SKU116,434,433
2025-07-25,SKU117,147,159
2025-07-25,SKU118,414,385
2025-07-25,SKU119,262,276
2025-07-25,SKU120,142,141
2025-07-25,SKU121,177,196
2025-07-25,SKU122,144,134
2025-07-25,SKU123,467,488
2025-07-25,SKU124,469,450
2025-07-25,SKU125,258,260
2025-07-25,SKU126,81,87
2025-07-25,SKU127,215,230
2025-07-25,SKU128,308,282
2025-07-25,SKU129,138,142
2025-07-26,SKU100,111,113
2025-07-26,SKU101,208,205
2025-07-26,SKU102,503,463
2025-07-26,SKU103,222,244
2025-07-26,SKU104,310,288
2025-07-26,SKU105,105,117
2025-07-26,SKU106,176,181
2025-07-26,SKU107,449,472
2025-07-26,SKU108,195,188
2025-07-26,SKU109,400,397
2025-07-26,SKU110,143,150
2025-07-26,SKU111,106,113
2025-07-26,SKU112,140,134
2025-07-26,SKU113,451,494
2025-07-26,SKU114,179,197
2025-07-26,SKU115,113,116
2025-07-26,SKU116,498,470
2025-07-26,SKU117,418,437
2025-07-26,SKU118,193,205
2025-07-26,SKU119,234,248
2025-07-26,SKU120,114,127
2025-07-26,SKU121,150,140
2025-07-26,SKU122,329,335
2025-07-26,SKU123,359,338
2025-07-26,SKU124,318,297
2025-07-26,SKU125,304,321
2025-07-26,SKU126,485,461
2025-07-26,SKU127,378,359
2025-07-26,SKU128,320,332
2025-07-26,SKU129,202,199
2025-07-27,SKU100,244,231
2025-07-27,SKU101,488,457
2025-07-27,SKU102,219,223
2025-07-27,SKU103,137,152
2025-07-27,SKU104,119,132
2025-07-27,SKU105,333,336
2025-07-27,SKU106,468,492
2025-07-27,SKU107,386,352
2025-07-27,SKU108,438,420
2025-07-27,SKU109,317,329
2025-07-27,SKU110,92,88
2025-07-27,SKU111,457,500
2025-07-27,SKU112,256,246
2025-07-27,SKU113,251,276
2025-07-27,SKU114,237,250
2025-07-27,SKU115,343,350
2025-07-27,SKU116,290,310
2025-07-27,SKU117,256,233
2025-07-27,SKU118,284,299
2025-07-27,SKU119,446,414
2025-07-27,SKU120,152,153
2025-07-27,SKU121,415,441
2025-07-27,SKU122,456,452
2025-07-27,SKU123,304,293
2025-07-27,SKU124,135,144
2025-07-27,SKU125,449,449
2025-07-27,SKU126,104,106
2025-07-27,SKU127,100,95
2025-07-27,SKU128,381,347
2025-07-27,SKU129,186,199
2025-07-28,SKU100,421,460
2025-07-28,SKU101,305,310
2025-07-28,SKU102,80,84
2025-07-28,SKU103,440,457
2025-07-28,SKU104,454,457
2025-07-28,SKU105,316,317
2025-07-28,SKU106,195,210
2025-07-28,SKU107,471,440
2025-07-28,SKU108,482,480
2025-07-28,SKU109,171,172
2025-07-28,SKU110,144,146
2025-07-28,SKU111,114,110
2025-07-28,SKU112,380,409
2025-07-28,SKU113,429,469
2025-07-28,SKU114,277,269
2025-07-28,SKU115,360,390
2025-07-28,SKU116,276,296
2025-07-28,SKU117,425,395
2025-07-28,SKU118,216,227
2025-07-28,SKU119,379,375
2025-07-28,SKU120,183,169
2025-07-28,SKU121,79,84
2025-07-28,SKU122,102,95
2025-07-28,SKU123,392,371
2025-07-28,SKU124,202,216
2025-07-28,SKU125,354,333
2025-07-28,SKU126,324,359
2025-07-28,SKU127,341,317
2025-07-28,SKU128,201,190
2025-07-28,SKU129,177,179
2025-07-29,SKU100,146,137
2025-07-29,SKU101,351,368
2025-07-29,SKU102,219,203
2025-07-29,SKU103,210,193
2025-07-29,SKU104,297,283
2025-07-29,SKU105,103,111
2025-07-29,SKU106,463,453
2025-07-29,SKU107,140,135
2025-07-29,SKU108,367,389
2025-07-29,SKU109,175,160
2025-07-29,SKU110,381,356
2025-07-29,SKU111,344,373
2025-07-29,SKU112,265,258
2025-07-29,SKU113,391,368
2025-07-29,SKU114,313,300
2025-07-29,SKU115,396,410
2025-07-29,SKU116,166,165
2025-07-29,SKU117,188,185
2025-07-29,SKU118,474,463
2025-07-29,SKU119,324,311
2025-07-29,SKU120,354,359
2025-07-29,SKU121,462,463
2025-07-29,SKU122,311,291
2025-07-29,SKU123,102,102
2025-07-29,SKU124,133,132
2025-07-29,SKU125,96,103
2025-07-29,SKU126,284,270
2025-07-29,SKU127,470,496
2025-07-29,SKU128,213,212
2025-07-29,SKU129,182,195
2025-07-30,SKU100,141,138
2025-07-30,SKU101,241,252
2025-07-30,SKU102,91,97
2025-07-30,SKU103,359,338
2025-07-30,SKU104,459,435
2025-07-30,SKU105,491,466
2025-07-30,SKU106,156,163
2025-07-30,SKU107,166,163
2025-07-30,SKU108,498,495
2025-07-30,SKU109,484,462
2025-07-30,SKU110,131,142
2025-07-30,SKU111,200,218
2025-07-30,SKU112,324,307
2025-07-30,SKU113,259,240
2025-07-30,SKU114,365,394
2025-07-30,SKU115,145,153
