SO,Date,SKUID,Qty,UnitPrice
SO207SKU109,2025-07-27,SKU109,329,2242.5
SO207SKU110,2025-07-27,SKU110,88,1747.5
SO207SKU111,2025-07-27,SKU111,500,1343.75
SO207SKU112,2025-07-27,SKU112,246,1787.5
SO207SKU113,2025-07-27,SKU113,276,2497.5
SO207SKU114,2025-07-27,SKU114,250,1300.0
SO207SKU115,2025-07-27,SKU115,350,866.25
SO207SKU116,2025-07-27,SKU116,310,491.25
SO207SKU117,2025-07-27,SKU117,233,2353.75
SO207SKU118,2025-07-27,SKU118,299,578.75
SO207SKU119,2025-07-27,SKU119,414,632.5
SO207SKU120,2025-07-27,SKU120,153,1086.25
SO207SKU121,2025-07-27,SKU121,441,2001.25
SO207SKU122,2025-07-27,SKU122,452,791.25
SO207SKU123,2025-07-27,SKU123,293,1283.75
SO207SKU124,2025-07-27,SKU124,144,2090.0
SO207SKU125,2025-07-27,SKU125,449,2171.25
SO207SKU126,2025-07-27,SKU126,106,1933.75
SO207SKU127,2025-07-27,SKU127,95,1741.25
SO207SKU128,2025-07-27,SKU128,347,792.5
SO207SKU129,2025-07-27,SKU129,199,1346.25
SO208SKU100,2025-07-28,SKU100,460,2161.25
SO208SKU101,2025-07-28,SKU101,310,1245.0
SO208SKU102,2025-07-28,SKU102,84,772.5
SO208SKU103,2025-07-28,SKU103,457,2328.75
SO208SKU104,2025-07-28,SKU104,457,636.25
SO208SKU105,2025-07-28,SKU105,317,1347.5
SO208SKU106,2025-07-28,SKU106,210,1293.75
SO208SKU107,2025-07-28,SKU107,440,1920.0
SO208SKU108,2025-07-28,SKU108,480,2440.0
SO208SKU109,2025-07-28,SKU109,172,2242.5
SO208SKU110,2025-07-28,SKU110,146,1747.5
SO208SKU111,2025-07-28,SKU111,110,1343.75
SO208SKU112,2025-07-28,SKU112,409,1787.5
SO208SKU113,2025-07-28,SKU113,469,2497.5
SO208SKU114,2025-07-28,SKU114,269,1300.0
SO208SKU115,2025-07-28,SKU115,390,866.25
SO208SKU116,2025-07-28,SKU116,296,491.25
SO208SKU117,2025-07-28,SKU117,395,2353.75
SO208SKU118,2025-07-28,SKU118,227,578.75
SO208SKU119,2025-07-28,SKU119,375,632.5
SO208SKU120,2025-07-28,SKU120,169,1086.25
SO208SKU121,2025-07-28,SKU121,84,2001.25
SO208SKU122,2025-07-28,SKU122,95,791.25
SO208SKU123,2025-07-28,SKU123,371,1283.75
SO208SKU124,2025-07-28,SKU124,216,2090.0
SO208SKU125,2025-07-28,SKU125,333,2171.25
SO208SKU126,2025-07-28,SKU126,359,1933.75
SO208SKU127,2025-07-28,SKU127,317,1741.25
SO208SKU128,2025-07-28,SKU128,190,792.5
SO208SKU129,2025-07-28,SKU129,179,1346.25
SO209SKU100,2025-07-29,SKU100,137,2161.25
SO209SKU101,2025-07-29,SKU101,368,1245.0
SO209SKU102,2025-07-29,SKU102,203,772.5
SO209SKU103,2025-07-29,SKU103,193,2328.75
SO209SKU104,2025-07-29,SKU104,283,636.25
SO209SKU105,2025-07-29,SKU105,111,1347.5
SO209SKU106,2025-07-29,SKU106,453,1293.75
SO209SKU107,2025-07-29,SKU107,135,1920.0
SO209SKU108,2025-07-29,SKU108,389,2440.0
SO209SKU109,2025-07-29,SKU109,160,2242.5
SO209SKU110,2025-07-29,SKU110,356,1747.5
SO209SKU111,2025-07-29,SKU111,373,1343.75
SO209SKU112,2025-07-29,SKU112,258,1787.5
SO209SKU113,2025-07-29,SKU113,368,2497.5
SO209SKU114,2025-07-29,SKU114,300,1300.0
SO209SKU115,2025-07-29,SKU115,410,866.25
SO209SKU116,2025-07-29,SKU116,165,491.25
SO209SKU117,2025-07-29,SKU117,185,2353.75
SO209SKU118,2025-07-29,SKU118,463,578.75
SO209SKU119,2025-07-29,SKU119,311,632.5
SO209SKU120,2025-07-29,SKU120,359,1086.25
SO209SKU121,2025-07-29,SKU121,463,2001.25
SO209SKU122,2025-07-29,SKU122,291,791.25
SO209SKU123,2025-07-29,SKU123,102,1283.75
SO209SKU124,2025-07-29,SKU124,132,2090.0
SO209SKU125,2025-07-29,SKU125,103,2171.25
SO209SKU126,2025-07-29,SKU126,270,1933.75
SO209SKU127,2025-07-29,SKU127,496,1741.25
SO209SKU128,2025-07-29,SKU128,212,792.5
SO209SKU129,2025-07-29,SKU129,195,1346.25
SO210SKU100,2025-07-30,SKU100,138,2161.25
SO210SKU101,2025-07-30,SKU101,252,1245.0
SO210SKU102,2025-07-30,SKU102,97,772.5
SO210SKU103,2025-07-30,SKU103,338,2328.75
SO210SKU104,2025-07-30,SKU104,435,636.25
SO210SKU105,2025-07-30,SKU105,466,1347.5
SO210SKU106,2025-07-30,SKU106,163,1293.75
SO210SKU107,2025-07-30,SKU107,163,1920.0
SO210SKU108,2025-07-30,SKU108,495,2440.0
SO210SKU109,2025-07-30,SKU109,462,2242.5
SO210SKU110,2025-07-30,SKU110,142,1747.5
SO210SKU111,2025-07-30,SKU111,218,1343.75
SO210SKU112,2025-07-30,SKU112,307,1787.5
SO210SKU113,2025-07-30,SKU113,240,2497.5
SO210SKU114,2025-07-30,SKU114,394,1300.0
SO210SKU115,2025-07-30,SKU115,153,866.25
SO210SKU116,2025-07-30,SKU116,181,491.25
SO210SKU117,2025-07-30,SKU117,381,2353.75
SO210SKU118,2025-07-30,SKU118,87,578.75
SO210SKU119,2025-07-30,SKU119,217,632.5
SO210SKU120,2025-07-30,SKU120,309,1086.25
SO210SKU121,2025-07-30,SKU121,147,2001.25
SO210SKU122,2025-07-30,SKU122,439,791.25
SO210SKU123,2025-07-30,SKU123,198,1283.75
SO210SKU124,2025-07-30,SKU124,296,2090.0
SO210SKU125,2025-07-30,SKU125,243,2171.25
SO210SKU126,2025-07-30,SKU126,284,1933.75
SO210SKU127,2025-07-30,SKU127,152,1741.25
SO210SKU128,2025-07-30,SKU128,141,792.5
SO210SKU129,2025-07-30,SKU129,82,1346.25
SO211SKU100,2025-07-31,SKU100,261,2161.25
SO211SKU101,2025-07-31,SKU101,187,1245.0
SO211SKU102,2025-07-31,SKU102,377,772.5
SO211SKU103,2025-07-31,SKU103,421,2328.75
SO211SKU104,2025-07-31,SKU104,306,636.25
SO211SKU105,2025-07-31,SKU105,406,1347.5
SO211SKU106,2025-07-31,SKU106,144,1293.75
SO211SKU107,2025-07-31,SKU107,147,1920.0
SO211SKU108,2025-07-31,SKU108,359,2440.0
SO211SKU109,2025-07-31,SKU109,488,2242.5
SO211SKU110,2025-07-31,SKU110,356,1747.5
SO211SKU111,2025-07-31,SKU111,456,1343.75
SO211SKU112,2025-07-31,SKU112,475,1787.5
SO211SKU113,2025-07-31,SKU113,300,2497.5
SO211SKU114,2025-07-31,SKU114,374,1300.0
SO211SKU115,2025-07-31,SKU115,200,866.25
SO211SKU116,2025-07-31,SKU116,365,491.25
SO211SKU117,2025-07-31,SKU117,396,2353.75
SO211SKU118,2025-07-31,SKU118,319,578.75
SO211SKU119,2025-07-31,SKU119,301,632.5
SO211SKU120,2025-07-31,SKU120,405,1086.25
SO211SKU121,2025-07-31,SKU121,349,2001.25
SO211SKU122,2025-07-31,SKU122,167,791.25
SO211SKU123,2025-07-31,SKU123,303,1283.75
SO211SKU124,2025-07-31,SKU124,287,2090.0
SO211SKU125,2025-07-31,SKU125,340,2171.25
SO211SKU126,2025-07-31,SKU126,417,1933.75
SO211SKU127,2025-07-31,SKU127,236,1741.25
SO211SKU128,2025-07-31,SKU128,243,792.5
SO211SKU129,2025-07-31,SKU129,379,1346.25
SO212SKU100,2025-08-01,SKU100,202,2161.25
SO212SKU101,2025-08-01,SKU101,197,1245.0
SO212SKU102,2025-08-01,SKU102,190,772.5
SO212SKU103,2025-08-01,SKU103,252,2328.75
SO212SKU104,2025-08-01,SKU104,194,636.25
SO212SKU105,2025-08-01,SKU105,504,1347.5
SO212SKU106,2025-08-01,SKU106,500,1293.75
SO212SKU107,2025-08-01,SKU107,326,1920.0
SO212SKU108,2025-08-01,SKU108,121,2440.0
SO212SKU109,2025-08-01,SKU109,205,2242.5
SO212SKU110,2025-08-01,SKU110,258,1747.5
SO212SKU111,2025-08-01,SKU111,227,1343.75
SO212SKU112,2025-08-01,SKU112,539,1787.5
SO212SKU113,2025-08-01,SKU113,309,2497.5
SO212SKU114,2025-08-01,SKU114,195,1300.0
SO212SKU115,2025-08-01,SKU115,364,866.25
SO212SKU116,2025-08-01,SKU116,316,491.25
SO212SKU117,2025-08-01,SKU117,338,2353.75
SO212SKU118,2025-08-01,SKU118,363,578.75
SO212SKU119,2025-08-01,SKU119,326,632.5
SO212SKU120,2025-08-01,SKU120,494,1086.25
SO212SKU121,2025-08-01,SKU121,348,2001.25
SO212SKU122,2025-08-01,SKU122,219,791.25
SO212SKU123,2025-08-01,SKU123,300,1283.75
SO212SKU124,2025-08-01,SKU124,225,2090.0
SO212SKU125,2025-08-01,SKU125,340,2171.25
SO212SKU126,2025-08-01,SKU126,178,1933.75
SO212SKU127,2025-08-01,SKU127,212,1741.25
SO212SKU128,2025-08-01,SKU128,333,792.5
SO212SKU129,2025-08-01,SKU129,557,1346.25
SO213SKU100,2025-08-02,SKU100,479,2161.25
SO213SKU101,2025-08-02,SKU101,372,1245.0
SO213SKU102,2025-08-02,SKU102,499,772.5
SO213SKU103,2025-08-02,SKU103,263,2328.75
SO213SKU104,2025-08-02,SKU104,255,636.25
SO213SKU105,2025-08-02,SKU105,284,1347.5
SO213SKU106,2025-08-02,SKU106,415,1293.75
SO213SKU107,2025-08-02,SKU107,382,1920.0
SO213SKU108,2025-08-02,SKU108,193,2440.0
SO213SKU109,2025-08-02,SKU109,190,2242.5
SO213SKU110,2025-08-02,SKU110,272,1747.5
SO213SKU111,2025-08-02,SKU111,543,1343.75
SO213SKU112,2025-08-02,SKU112,294,1787.5
SO213SKU113,2025-08-02,SKU113,206,2497.5
SO213SKU114,2025-08-02,SKU114,241,1300.0
SO213SKU115,2025-08-02,SKU115,302,866.25
SO213SKU116,2025-08-02,SKU116,530,491.25
SO213SKU117,2025-08-02,SKU117,420,2353.75
SO213SKU118,2025-08-02,SKU118,366,578.75
SO213SKU119,2025-08-02,SKU119,523,632.5
SO213SKU120,2025-08-02,SKU120,98,1086.25
SO213SKU121,2025-08-02,SKU121,290,2001.25
SO213SKU122,2025-08-02,SKU122,276,791.25
SO213SKU123,2025-08-02,SKU123,144,1283.75
SO213SKU124,2025-08-02,SKU124,280,2090.0
SO213SKU125,2025-08-02,SKU125,561,2171.25
SO213SKU126,2025-08-02,SKU126,405,1933.75
SO213SKU127,2025-08-02,SKU127,120,1741.25
SO213SKU128,2025-08-02,SKU128,333,792.5
SO213SKU129,2025-08-02,SKU129,359,1346.25
SO214SKU100,2025-08-03,SKU100,169,2161.25
SO214SKU101,2025-08-03,SKU101,228,1245.0
SO214SKU102,2025-08-03,SKU102,479,772.5
SO214SKU103,2025-08-03,SKU103,396,2328.75
SO214SKU104,2025-08-03,SKU104,449,636.25
SO214SKU105,2025-08-03,SKU105,357,1347.5
SO214SKU106,2025-08-03,SKU106,431,1293.75
SO214SKU107,2025-08-03,SKU107,395,1920.0
SO214SKU108,2025-08-03,SKU108,358,2440.0
SO214SKU109,2025-08-03,SKU109,103,2242.5
SO214SKU110,2025-08-03,SKU110,333,1747.5
SO214SKU111,2025-08-03,SKU111,289,1343.75
SO214SKU112,2025-08-03,SKU112,236,1787.5
SO214SKU113,2025-08-03,SKU113,390,2497.5
SO214SKU114,2025-08-03,SKU114,376,1300.0
SO214SKU115,2025-08-03,SKU115,104,866.25
SO214SKU116,2025-08-03,SKU116,557,491.25
SO214SKU117,2025-08-03,SKU117,171,2353.75
SO214SKU118,2025-08-03,SKU118,333,578.75
SO214SKU119,2025-08-03,SKU119,430,632.5
SO214SKU120,2025-08-03,SKU120,101,1086.25
SO214SKU121,2025-08-03,SKU121,472,2001.25
SO214SKU122,2025-08-03,SKU122,387,791.25
SO214SKU123,2025-08-03,SKU123,566,1283.75
SO214SKU124,2025-08-03,SKU124,533,2090.0
SO214SKU125,2025-08-03,SKU125,270,2171.25
SO214SKU126,2025-08-03,SKU126,394,1933.75
SO214SKU127,2025-08-03,SKU127,374,1741.25
SO214SKU128,2025-08-03,SKU128,277,792.5
SO214SKU129,2025-08-03,SKU129,104,1346.25
SO215SKU100,2025-08-04,SKU100,109,2161.25
SO215SKU101,2025-08-04,SKU101,127,1245.0
SO215SKU102,2025-08-04,SKU102,187,772.5
SO215SKU103,2025-08-04,SKU103,100,2328.75
SO215SKU104,2025-08-04,SKU104,195,636.25
SO215SKU105,2025-08-04,SKU105,454,1347.5
SO215SKU106,2025-08-04,SKU106,407,1293.75
SO215SKU107,2025-08-04,SKU107,422,1920.0
SO215SKU108,2025-08-04,SKU108,543,2440.0
SO215SKU109,2025-08-04,SKU109,144,2242.5
SO215SKU110,2025-08-04,SKU110,340,1747.5
SO215SKU111,2025-08-04,SKU111,246,1343.75
SO215SKU112,2025-08-04,SKU112,184,1787.5
SO215SKU113,2025-08-04,SKU113,439,2497.5
SO215SKU114,2025-08-04,SKU114,142,1300.0
SO215SKU115,2025-08-04,SKU115,269,866.25
SO215SKU116,2025-08-04,SKU116,499,491.25
SO215SKU117,2025-08-04,SKU117,547,2353.75
SO215SKU118,2025-08-04,SKU118,106,578.75
SO215SKU119,2025-08-04,SKU119,128,632.5
SO215SKU120,2025-08-04,SKU120,203,1086.25
SO215SKU121,2025-08-04,SKU121,403,2001.25
SO215SKU122,2025-08-04,SKU122,422,791.25
SO215SKU123,2025-08-04,SKU123,255,1283.75
SO215SKU124,2025-08-04,SKU124,123,2090.0
SO215SKU125,2025-08-04,SKU125,575,2171.25
SO215SKU126,2025-08-04,SKU126,408,1933.75
SO215SKU127,2025-08-04,SKU127,94,1741.25
SO215SKU128,2025-08-04,SKU128,250,792.5
SO215SKU129,2025-08-04,SKU129,293,1346.25
SO216SKU100,2025-08-05,SKU100,158,2161.25
SO216SKU101,2025-08-05,SKU101,334,1245.0
SO216SKU102,2025-08-05,SKU102,119,772.5
SO216SKU103,2025-08-05,SKU103,409,2328.75
SO216SKU104,2025-08-05,SKU104,129,636.25
SO216SKU105,2025-08-05,SKU105,402,1347.5
SO216SKU106,2025-08-05,SKU106,194,1293.75
SO216SKU107,2025-08-05,SKU107,267,1920.0
SO216SKU108,2025-08-05,SKU108,109,2440.0
SO216SKU109,2025-08-05,SKU109,178,2242.5
SO216SKU110,2025-08-05,SKU110,290,1747.5
SO216SKU111,2025-08-05,SKU111,472,1343.75
SO216SKU112,2025-08-05,SKU112,135,1787.5
SO216SKU113,2025-08-05,SKU113,440,2497.5
SO216SKU114,2025-08-05,SKU114,318,1300.0
SO216SKU115,2025-08-05,SKU115,369,866.25
SO216SKU116,2025-08-05,SKU116,419,491.25
SO216SKU117,2025-08-05,SKU117,101,2353.75
SO216SKU118,2025-08-05,SKU118,125,578.75
SO216SKU119,2025-08-05,SKU119,339,632.5
SO216SKU120,2025-08-05,SKU120,249,1086.25
SO216SKU121,2025-08-05,SKU121,462,2001.25
SO216SKU122,2025-08-05,SKU122,288,791.25
SO216SKU123,2025-08-05,SKU123,377,1283.75
SO216SKU124,2025-08-05,SKU124,97,2090.0
SO216SKU125,2025-08-05,SKU125,480,2171.25
SO216SKU126,2025-08-05,SKU126,187,1933.75
SO216SKU127,2025-08-05,SKU127,331,1741.25
SO216SKU128,2025-08-05,SKU128,182,792.5
SO216SKU129,2025-08-05,SKU129,238,1346.25
SO217SKU100,2025-08-06,SKU100,541,2161.25
SO217SKU101,2025-08-06,SKU101,299,1245.0
SO217SKU102,2025-08-06,SKU102,341,772.5
SO217SKU103,2025-08-06,SKU103,404,2328.75
SO217SKU104,2025-08-06,SKU104,255,636.25
SO217SKU105,2025-08-06,SKU105,326,1347.5
SO217SKU106,2025-08-06,SKU106,392,1293.75
SO217SKU107,2025-08-06,SKU107,514,1920.0
SO217SKU108,2025-08-06,SKU108,396,2440.0
SO217SKU109,2025-08-06,SKU109,333,2242.5
SO217SKU110,2025-08-06,SKU110,227,1747.5
SO217SKU111,2025-08-06,SKU111,566,1343.75
SO217SKU112,2025-08-06,SKU112,331,1787.5
SO217SKU113,2025-08-06,SKU113,310,2497.5
SO217SKU114,2025-08-06,SKU114,377,1300.0
SO217SKU115,2025-08-06,SKU115,194,866.25
SO217SKU116,2025-08-06,SKU116,242,491.25
SO217SKU117,2025-08-06,SKU117,200,2353.75
SO217SKU118,2025-08-06,SKU118,456,578.75
SO217SKU119,2025-08-06,SKU119,325,632.5
SO217SKU120,2025-08-06,SKU120,426,1086.25
SO217SKU121,2025-08-06,SKU121,294,2001.25
SO217SKU122,2025-08-06,SKU122,445,791.25
SO217SKU123,2025-08-06,SKU123,525,1283.75
SO217SKU124,2025-08-06,SKU124,236,2090.0
SO217SKU125,2025-08-06,SKU125,372,2171.25
SO217SKU126,2025-08-06,SKU126,394,1933.75
SO217SKU127,2025-08-06,SKU127,450,1741.25
SO217SKU128,2025-08-06,SKU128,269,792.5
SO217SKU129,2025-08-06,SKU129,193,1346.25
SO218SKU100,2025-08-07,SKU100,131,2161.25
SO218SKU101,2025-08-07,SKU101,479,1245.0
SO218SKU102,2025-08-07,SKU102,454,772.5
SO218SKU103,2025-08-07,SKU103,271,2328.75
SO218SKU104,2025-08-07,SKU104,111,636.25
SO218SKU105,2025-08-07,SKU105,423,1347.5
SO218SKU106,2025-08-07,SKU106,101,1293.75
SO218SKU107,2025-08-07,SKU107,280,1920.0
SO218SKU108,2025-08-07,SKU108,411,2440.0
SO218SKU109,2025-08-07,SKU109,451,2242.5
SO218SKU110,2025-08-07,SKU110,486,1747.5
SO218SKU111,2025-08-07,SKU111,554,1343.75
SO218SKU112,2025-08-07,SKU112,265,1787.5
SO218SKU113,2025-08-07,SKU113,509,2497.5
SO218SKU114,2025-08-07,SKU114,198,1300.0
SO218SKU115,2025-08-07,SKU115,426,866.25
SO218SKU116,2025-08-07,SKU116,449,491.25
SO218SKU117,2025-08-07,SKU117,244,2353.75
SO218SKU118,2025-08-07,SKU118,165,578.75
SO218SKU119,2025-08-07,SKU119,548,632.5
SO218SKU120,2025-08-07,SKU120,309,1086.25
SO218SKU121,2025-08-07,SKU121,94,2001.25
SO218SKU122,2025-08-07,SKU122,235,791.25
SO218SKU123,2025-08-07,SKU123,454,1283.75
SO218SKU124,2025-08-07,SKU124,401,2090.0
SO218SKU125,2025-08-07,SKU125,181,2171.25
SO218SKU126,2025-08-07,SKU126,523,1933.75
SO218SKU127,2025-08-07,SKU127,95,1741.25
SO218SKU128,2025-08-07,SKU128,242,792.5
SO218SKU129,2025-08-07,SKU129,224,1346.25
SO219SKU100,2025-08-08,SKU100,224,2161.25
SO219SKU101,2025-08-08,SKU101,481,1245.0
SO219SKU102,2025-08-08,SKU102,500,772.5
SO219SKU103,2025-08-08,SKU103,434,2328.75
SO219SKU104,2025-08-08,SKU104,208,636.25
SO219SKU105,2025-08-08,SKU105,362,1347.5
SO219SKU106,2025-08-08,SKU106,200,1293.75
SO219SKU107,2025-08-08,SKU107,355,1920.0
SO219SKU108,2025-08-08,SKU108,550,2440.0
SO219SKU109,2025-08-08,SKU109,353,2242.5
SO219SKU110,2025-08-08,SKU110,166,1747.5
SO219SKU111,2025-08-08,SKU111,94,1343.75
SO219SKU112,2025-08-08,SKU112,280,1787.5
SO219SKU113,2025-08-08,SKU113,554,2497.5
SO219SKU114,2025-08-08,SKU114,496,1300.0
SO219SKU115,2025-08-08,SKU115,376,866.25
SO219SKU116,2025-08-08,SKU116,408,491.25
SO219SKU117,2025-08-08,SKU117,299,2353.75
SO219SKU118,2025-08-08,SKU118,447,578.75
SO219SKU119,2025-08-08,SKU119,300,632.5
SO219SKU120,2025-08-08,SKU120,411,1086.25
SO219SKU121,2025-08-08,SKU121,566,2001.25
SO219SKU122,2025-08-08,SKU122,250,791.25
SO219SKU123,2025-08-08,SKU123,485,1283.75
SO219SKU124,2025-08-08,SKU124,159,2090.0
SO219SKU125,2025-08-08,SKU125,380,2171.25
SO219SKU126,2025-08-08,SKU126,258,1933.75
SO219SKU127,2025-08-08,SKU127,563,1741.25
SO219SKU128,2025-08-08,SKU128,274,792.5
SO219SKU129,2025-08-08,SKU129,539,1346.25
SO220SKU100,2025-08-09,SKU100,494,2161.25
SO220SKU101,2025-08-09,SKU101,529,1245.0
SO220SKU102,2025-08-09,SKU102,409,772.5
SO220SKU103,2025-08-09,SKU103,184,2328.75
SO220SKU104,2025-08-09,SKU104,316,636.25
SO220SKU105,2025-08-09,SKU105,445,1347.5
SO220SKU106,2025-08-09,SKU106,231,1293.75
SO220SKU107,2025-08-09,SKU107,209,1920.0
SO220SKU108,2025-08-09,SKU108,366,2440.0
SO220SKU109,2025-08-09,SKU109,389,2242.5
SO220SKU110,2025-08-09,SKU110,116,1747.5
SO220SKU111,2025-08-09,SKU111,376,1343.75
SO220SKU112,2025-08-09,SKU112,190,1787.5
SO220SKU113,2025-08-09,SKU113,161,2497.5
SO220SKU114,2025-08-09,SKU114,409,1300.0
SO220SKU115,2025-08-09,SKU115,257,866.25
SO220SKU116,2025-08-09,SKU116,209,491.25
SO220SKU117,2025-08-09,SKU117,320,2353.75
SO220SKU118,2025-08-09,SKU118,408,578.75
SO220SKU119,2025-08-09,SKU119,119,632.5
SO220SKU120,2025-08-09,SKU120,201,1086.25
SO220SKU121,2025-08-09,SKU121,477,2001.25
SO220SKU122,2025-08-09,SKU122,561,791.25
SO220SKU123,2025-08-09,SKU123,102,1283.75
SO220SKU124,2025-08-09,SKU124,368,2090.0
SO220SKU125,2025-08-09,SKU125,251,2171.25
SO220SKU126,2025-08-09,SKU126,373,1933.75
SO220SKU127,2025-08-09,SKU127,404,1741.25
SO220SKU128,2025-08-09,SKU128,172,792.5
SO220SKU129,2025-08-09,SKU129,353,1346.25
SO221SKU100,2025-08-10,SKU100,197,2161.25
SO221SKU101,2025-08-10,SKU101,431,1245.0
SO221SKU102,2025-08-10,SKU102,227,772.5
SO221SKU103,2025-08-10,SKU103,317,2328.75
SO221SKU104,2025-08-10,SKU104,101,636.25
SO221SKU105,2025-08-10,SKU105,418,1347.5
SO221SKU106,2025-08-10,SKU106,319,1293.75
SO221SKU107,2025-08-10,SKU107,570,1920.0
SO221SKU108,2025-08-10,SKU108,324,2440.0
SO221SKU109,2025-08-10,SKU109,96,2242.5
SO221SKU110,2025-08-10,SKU110,403,1747.5
SO221SKU111,2025-08-10,SKU111,464,1343.75
SO221SKU112,2025-08-10,SKU112,412,1787.5
SO221SKU113,2025-08-10,SKU113,218,2497.5
SO221SKU114,2025-08-10,SKU114,188,1300.0
SO221SKU115,2025-08-10,SKU115,468,866.25
SO221SKU116,2025-08-10,SKU116,104,491.25
SO221SKU117,2025-08-10,SKU117,496,2353.75
SO221SKU118,2025-08-10,SKU118,309,578.75
SO221SKU119,2025-08-10,SKU119,307,632.5
SO221SKU120,2025-08-10,SKU120,473,1086.25
SO221SKU121,2025-08-10,SKU121,120,2001.25
SO221SKU122,2025-08-10,SKU122,117,791.25
SO221SKU123,2025-08-10,SKU123,571,1283.75
SO221SKU124,2025-08-10,SKU124,280,2090.0
SO221SKU125,2025-08-10,SKU125,439,2171.25
SO221SKU126,2025-08-10,SKU126,259,1933.75
SO221SKU127,2025-08-10,SKU127,500,1741.25
SO221SKU128,2025-08-10,SKU128,394,792.5
SO221SKU129,2025-08-10,SKU129,462,1346.25
SO222SKU100,2025-08-11,SKU100,179,2161.25
SO222SKU101,2025-08-11,SKU101,121,1245.0
SO222SKU102,2025-08-11,SKU102,98,772.5
SO222SKU103,2025-08-11,SKU103,569,2328.75
SO222SKU104,2025-08-11,SKU104,410,636.25
SO222SKU105,2025-08-11,SKU105,265,1347.5
SO222SKU106,2025-08-11,SKU106,537,1293.75
SO222SKU107,2025-08-11,SKU107,169,1920.0
SO222SKU108,2025-08-11,SKU108,388,2440.0
SO222SKU109,2025-08-11,SKU109,208,2242.5
SO222SKU110,2025-08-11,SKU110,226,1747.5
SO222SKU111,2025-08-11,SKU111,144,1343.75
SO222SKU112,2025-08-11,SKU112,340,1787.5
SO222SKU113,2025-08-11,SKU113,427,2497.5
SO222SKU114,2025-08-11,SKU114,241,1300.0
SO222SKU115,2025-08-11,SKU115,439,866.25
SO222SKU116,2025-08-11,SKU116,247,491.25
SO222SKU117,2025-08-11,SKU117,522,2353.75
SO222SKU118,2025-08-11,SKU118,492,578.75
SO222SKU119,2025-08-11,SKU119,366,632.5
SO222SKU120,2025-08-11,SKU120,362,1086.25
SO222SKU121,2025-08-11,SKU121,538,2001.25
SO222SKU122,2025-08-11,SKU122,430,791.25
SO222SKU123,2025-08-11,SKU123,267,1283.75
SO222SKU124,2025-08-11,SKU124,217,2090.0
SO222SKU125,2025-08-11,SKU125,164,2171.25
SO222SKU126,2025-08-11,SKU126,281,1933.75
SO222SKU127,2025-08-11,SKU127,461,1741.25
SO222SKU128,2025-08-11,SKU128,413,792.5
SO222SKU129,2025-08-11,SKU129,366,1346.25
SO223SKU100,2025-08-12,SKU100,446,2161.25
SO223SKU101,2025-08-12,SKU101,219,1245.0
SO223SKU102,2025-08-12,SKU102,507,772.5
SO223SKU103,2025-08-12,SKU103,554,2328.75
SO223SKU104,2025-08-12,SKU104,330,636.25
SO223SKU105,2025-08-12,SKU105,422,1347.5
SO223SKU106,2025-08-12,SKU106,540,1293.75
SO223SKU107,2025-08-12,SKU107,564,1920.0
SO223SKU108,2025-08-12,SKU108,455,2440.0
SO223SKU109,2025-08-12,SKU109,243,2242.5
SO223SKU110,2025-08-12,SKU110,231,1747.5
SO223SKU111,2025-08-12,SKU111,223,1343.75
SO223SKU112,2025-08-12,SKU112,174,1787.5
SO223SKU113,2025-08-12,SKU113,198,2497.5
SO223SKU114,2025-08-12,SKU114,496,1300.0
SO223SKU115,2025-08-12,SKU115,454,866.25
SO223SKU116,2025-08-12,SKU116,255,491.25
SO223SKU117,2025-08-12,SKU117,382,2353.75
SO223SKU118,2025-08-12,SKU118,400,578.75
SO223SKU119,2025-08-12,SKU119,562,632.5
SO223SKU120,2025-08-12,SKU120,280,1086.25
SO223SKU121,2025-08-12,SKU121,249,2001.25
SO223SKU122,2025-08-12,SKU122,320,791.25
SO223SKU123,2025-08-12,SKU123,348,1283.75
SO223SKU124,2025-08-12,SKU124,132,2090.0
SO223SKU125,2025-08-12,SKU125,109,2171.25
SO223SKU126,2025-08-12,SKU126,258,1933.75
SO223SKU127,2025-08-12,SKU127,182,1741.25
SO223SKU128,2025-08-12,SKU128,518,792.5
SO223SKU129,2025-08-12,SKU129,356,1346.25
SO224SKU100,2025-08-13,SKU100,419,2161.25
SO224SKU101,2025-08-13,SKU101,561,1245.0
SO224SKU102,2025-08-13,SKU102,190,772.5
SO224SKU103,2025-08-13,SKU103,462,2328.75
SO224SKU104,2025-08-13,SKU104,113,636.25
SO224SKU105,2025-08-13,SKU105,519,1347.5
SO224SKU106,2025-08-13,SKU106,102,1293.75
SO224SKU107,2025-08-13,SKU107,552,1920.0
SO224SKU108,2025-08-13,SKU108,343,2440.0
SO224SKU109,2025-08-13,SKU109,426,2242.5
SO224SKU110,2025-08-13,SKU110,185,1747.5
SO224SKU111,2025-08-13,SKU111,507,1343.75
SO224SKU112,2025-08-13,SKU112,301,1787.5
SO224SKU113,2025-08-13,SKU113,560,2497.5
SO224SKU114,2025-08-13,SKU114,133,1300.0
SO224SKU115,2025-08-13,SKU115,277,866.25
SO224SKU116,2025-08-13,SKU116,213,491.25
SO224SKU117,2025-08-13,SKU117,502,2353.75
SO224SKU118,2025-08-13,SKU118,532,578.75
SO224SKU119,2025-08-13,SKU119,255,632.5
SO224SKU120,2025-08-13,SKU120,136,1086.25
