ReportID,FactoryID,SKUID,YieldPct,DefectPct
QR003001,FAC001,SKU125,97.14,2.09
QR003002,FAC004,SKU109,99.2,0.64
QR003003,FAC001,SKU100,99.53,1.06
QR003004,FAC002,SKU107,96.07,0.65
QR003005,FAC004,SKU111,96.22,1.81
QR003006,FAC001,SKU110,99.31,1.25
QR003007,FAC006,SKU105,99.16,1.78
QR003008,FAC004,SKU114,95.99,2.46
QR003009,FAC003,SKU105,95.8,1.32
QR003010,FAC005,SKU121,98.98,2.06
QR003011,FAC006,SKU104,98.9,1.41
QR003012,FAC003,SKU112,96.11,0.99
QR003013,FAC004,SKU112,96.29,0.8
QR003014,FAC003,SKU106,95.65,2.12
QR003015,FAC005,SKU124,95.82,2.07
QR003016,FAC003,SKU114,96.34,0.83
QR003017,FAC002,SKU100,95.66,2.49
QR003018,FAC006,SKU112,95.53,0.82
QR003019,FAC006,SKU116,95.49,0.27
QR003020,FAC006,SKU119,98.68,0.16
QR003021,FAC006,SKU113,99.74,1.09
QR003022,FAC006,SKU104,99.41,1.49
QR003023,FAC004,SKU122,95.16,2.02
QR003024,FAC006,SKU113,98.23,2.97
QR003025,FAC003,SKU120,99.25,1.85
QR003026,FAC006,SKU118,97.43,1.5
QR003027,FAC006,SKU121,97.31,2.18
QR003028,FAC002,SKU118,95.6,1.42
QR003029,FAC006,SKU118,97.86,0.78
QR003030,FAC006,SKU107,99.81,0.36
QR003031,FAC004,SKU114,99.08,2.0
QR003032,FAC005,SKU114,97.75,2.78
QR003033,FAC004,SKU129,95.5,1.05
QR003034,FAC001,SKU128,95.1,1.88
QR003035,FAC005,SKU104,96.54,0.31
QR003036,FAC005,SKU104,97.98,1.01
QR003037,FAC001,SKU104,95.52,2.62
QR003038,FAC005,SKU127,99.46,2.31
QR003039,FAC006,SKU124,96.99,0.76
QR003040,FAC001,SKU119,97.17,2.75
QR003041,FAC003,SKU111,98.34,1.87
QR003042,FAC004,SKU121,97.41,1.82
QR003043,FAC005,SKU125,95.8,2.18
QR003044,FAC001,SKU123,97.24,2.48
QR003045,FAC002,SKU111,96.16,2.71
QR003046,FAC003,SKU111,97.73,1.73
QR003047,FAC003,SKU128,98.52,2.03
QR003048,FAC004,SKU117,98.44,1.31
QR003049,FAC005,SKU105,98.81,2.54
QR003050,FAC004,SKU100,95.1,2.68
QR003051,FAC004,SKU121,99.06,0.05
QR003052,FAC001,SKU101,96.3,2.33
QR003053,FAC004,SKU106,97.26,1.8
QR003054,FAC005,SKU103,98.68,1.16
QR003055,FAC006,SKU129,96.83,1.04
QR003056,FAC003,SKU103,96.99,0.41
QR003057,FAC005,SKU109,95.43,0.7
QR003058,FAC004,SKU117,99.17,0.16
QR003059,FAC003,SKU101,99.39,0.23
QR003060,FAC004,SKU112,98.23,0.84
QR003061,FAC002,SKU105,95.15,1.37
QR003062,FAC002,SKU106,97.21,1.6
QR003063,FAC001,SKU103,95.58,1.42
QR003064,FAC005,SKU118,96.94,1.0
QR003065,FAC006,SKU116,97.33,2.78
QR003066,FAC001,SKU104,95.15,1.93
QR003067,FAC004,SKU129,95.95,2.45
QR003068,FAC005,SKU122,99.23,2.36
QR003069,FAC005,SKU101,96.56,1.29
QR003070,FAC005,SKU101,97.55,2.68
QR003071,FAC005,SKU107,97.18,2.12
QR003072,FAC004,SKU110,98.22,1.57
QR003073,FAC002,SKU113,96.28,0.93
QR003074,FAC005,SKU119,95.39,2.89
QR003075,FAC004,SKU115,99.37,1.03
QR003076,FAC005,SKU128,96.06,0.94
QR003077,FAC004,SKU119,99.85,0.69
QR003078,FAC001,SKU120,95.14,2.04
QR003079,FAC004,SKU109,95.01,2.45
QR003080,FAC002,SKU119,97.4,0.42
QR003081,FAC004,SKU122,99.14,2.58
QR003082,FAC005,SKU101,95.44,1.88
QR003083,FAC005,SKU128,98.92,1.43
QR003084,FAC004,SKU102,96.91,0.99
QR003085,FAC004,SKU107,96.38,0.21
QR003086,FAC005,SKU108,95.91,1.06
QR003087,FAC006,SKU118,97.08,0.52
QR003088,FAC004,SKU129,95.08,2.64
QR003089,FAC006,SKU103,96.11,2.72
QR003090,FAC005,SKU115,99.31,1.52
QR003091,FAC003,SKU114,97.03,0.6
QR003092,FAC001,SKU126,96.26,2.75
QR003093,FAC001,SKU108,96.64,0.17
QR003094,FAC006,SKU113,98.28,2.19
QR003095,FAC004,SKU106,98.6,2.07
QR003096,FAC004,SKU122,98.1,1.21
QR003097,FAC001,SKU117,97.13,2.1
QR003098,FAC005,SKU103,97.46,2.88
QR003099,FAC006,SKU100,95.6,1.57
QR003100,FAC001,SKU107,97.39,2.43
QR003101,FAC003,SKU108,96.0,1.45
QR003102,FAC004,SKU104,96.9,2.58
QR003103,FAC005,SKU113,97.2,0.56
QR003104,FAC005,SKU112,96.55,2.05
QR003105,FAC005,SKU117,96.56,1.26
QR003106,FAC006,SKU112,96.88,0.93
QR003107,FAC001,SKU105,95.31,2.7
QR003108,FAC001,SKU108,96.74,0.93
QR003109,FAC003,SKU111,97.41,0.97
QR003110,FAC006,SKU100,98.69,1.59
QR003111,FAC006,SKU107,98.87,2.46
QR003112,FAC003,SKU120,95.95,2.46
QR003113,FAC002,SKU105,97.72,0.41
QR003114,FAC004,SKU128,96.24,0.79
QR003115,FAC001,SKU105,96.27,2.3
QR003116,FAC003,SKU114,97.1,2.16
QR003117,FAC001,SKU118,95.2,1.99
QR003118,FAC002,SKU113,98.27,0.51
QR003119,FAC005,SKU101,96.71,2.92
QR003120,FAC006,SKU104,98.89,0.07
QR003121,FAC004,SKU104,96.58,1.85
QR003122,FAC001,SKU108,98.88,2.6
QR003123,FAC006,SKU126,99.34,2.12
QR003124,FAC001,SKU101,98.07,0.75
QR003125,FAC002,SKU105,97.68,1.5
QR003126,FAC003,SKU106,95.52,2.16
QR003127,FAC006,SKU119,99.16,1.6
QR003128,FAC003,SKU126,99.1,1.41
QR003129,FAC006,SKU122,96.73,1.69
QR003130,FAC001,SKU118,98.51,2.16
QR003131,FAC003,SKU113,98.98,1.68
QR003132,FAC006,SKU125,98.32,0.28
QR003133,FAC001,SKU124,96.28,0.5
QR003134,FAC001,SKU111,96.01,2.28
QR003135,FAC003,SKU108,95.81,2.35
QR003136,FAC003,SKU114,99.41,2.0
QR003137,FAC006,SKU127,95.64,1.23
QR003138,FAC002,SKU113,98.06,2.42
QR003139,FAC005,SKU115,95.01,0.07
QR003140,FAC003,SKU100,96.41,0.53
QR003141,FAC001,SKU125,98.76,1.93
QR003142,FAC006,SKU107,99.24,2.11
QR003143,FAC001,SKU109,99.5,1.06
QR003144,FAC002,SKU122,95.41,1.11
QR003145,FAC004,SKU111,95.94,2.67
QR003146,FAC004,SKU110,97.62,0.44
QR003147,FAC006,SKU125,99.33,1.87
QR003148,FAC005,SKU129,97.54,2.49
QR003149,FAC004,SKU127,98.62,0.39
QR003150,FAC003,SKU101,98.87,2.31
QR003151,FAC001,SKU114,97.61,1.06
QR003152,FAC001,SKU105,97.07,1.81
QR003153,FAC003,SKU128,98.36,0.74
QR003154,FAC006,SKU128,98.08,0.88
QR003155,FAC006,SKU115,98.52,2.63
QR003156,FAC003,SKU101,97.55,0.18
QR003157,FAC006,SKU102,99.4,2.06
QR003158,FAC002,SKU123,95.78,2.7
QR003159,FAC006,SKU124,99.35,1.94
QR003160,FAC005,SKU129,96.42,0.84
QR003161,FAC005,SKU105,98.33,1.35
QR003162,FAC003,SKU110,97.81,1.92
QR003163,FAC002,SKU100,98.17,2.27
QR003164,FAC006,SKU122,95.51,1.3
QR003165,FAC005,SKU109,95.32,0.54
QR003166,FAC004,SKU106,99.29,2.15
QR003167,FAC003,SKU112,98.77,0.33
QR003168,FAC006,SKU116,99.32,0.32
QR003169,FAC006,SKU116,99.31,1.73
QR003170,FAC004,SKU119,96.39,2.41
QR003171,FAC001,SKU129,97.85,2.63
QR003172,FAC003,SKU126,98.48,2.05
QR003173,FAC003,SKU128,99.12,0.17
QR003174,FAC002,SKU102,99.46,1.85
QR003175,FAC003,SKU112,97.36,2.01
QR003176,FAC005,SKU116,96.92,0.42
QR003177,FAC003,SKU101,99.85,2.38
QR003178,FAC005,SKU100,96.28,0.64
QR003179,FAC003,SKU128,98.55,2.16
QR003180,FAC003,SKU122,95.92,0.73
QR003181,FAC001,SKU120,99.12,0.33
QR003182,FAC003,SKU122,95.94,0.89
QR003183,FAC001,SKU115,95.99,1.0
QR003184,FAC005,SKU108,95.32,2.28
QR003185,FAC003,SKU106,95.11,1.46
QR003186,FAC006,SKU117,99.36,0.63
QR003187,FAC001,SKU107,95.49,2.47
QR003188,FAC004,SKU118,98.71,0.31
QR003189,FAC001,SKU125,96.01,1.28
QR003190,FAC006,SKU117,95.86,2.26
QR003191,FAC002,SKU112,97.13,2.57
QR003192,FAC006,SKU103,99.1,0.12
QR003193,FAC006,SKU111,97.07,2.62
QR003194,FAC004,SKU122,99.84,0.46
QR003195,FAC002,SKU119,95.44,1.19
QR003196,FAC005,SKU120,98.42,2.48
QR003197,FAC001,SKU125,96.83,2.84
QR003198,FAC004,SKU108,97.79,2.44
QR003199,FAC001,SKU114,99.55,1.3
QR003200,FAC001,SKU124,99.01,1.27
QR003201,FAC003,SKU100,97.2,1.17
QR003202,FAC003,SKU109,96.25,2.84
QR003203,FAC002,SKU127,95.06,1.76
QR003204,FAC002,SKU104,98.33,2.29
QR003205,FAC004,SKU111,98.74,2.34
QR003206,FAC004,SKU111,95.88,2.46
QR003207,FAC001,SKU114,95.23,1.94
QR003208,FAC002,SKU114,97.12,2.34
QR003209,FAC005,SKU120,96.73,0.83
QR003210,FAC001,SKU101,97.09,2.09
QR003211,FAC005,SKU103,98.89,2.66
QR003212,FAC002,SKU128,96.79,2.67
QR003213,FAC003,SKU124,99.49,2.8
QR003214,FAC003,SKU128,96.97,1.03
QR003215,FAC003,SKU104,97.84,2.59
QR003216,FAC003,SKU116,95.3,1.66
QR003217,FAC003,SKU115,97.14,0.58
QR003218,FAC005,SKU118,98.84,0.43
QR003219,FAC002,SKU118,96.73,2.47
QR003220,FAC006,SKU129,95.08,0.37
QR003221,FAC002,SKU119,96.67,2.75
QR003222,FAC005,SKU101,95.28,2.46
QR003223,FAC004,SKU121,96.87,0.48
QR003224,FAC002,SKU109,98.56,2.2
QR003225,FAC006,SKU111,96.54,0.25
QR003226,FAC006,SKU115,98.15,2.48
QR003227,FAC001,SKU124,96.16,0.4
QR003228,FAC005,SKU122,99.46,0.62
QR003229,FAC004,SKU103,99.3,1.36
QR003230,FAC001,SKU119,99.21,2.46
QR003231,FAC003,SKU112,97.02,1.19
QR003232,FAC004,SKU115,99.01,2.42
QR003233,FAC001,SKU124,95.99,2.28
QR003234,FAC001,SKU102,96.45,1.58
QR003235,FAC006,SKU103,99.26,2.77
QR003236,FAC005,SKU105,96.84,0.08
QR003237,FAC002,SKU115,97.56,2.26
QR003238,FAC003,SKU121,97.01,0.1
QR003239,FAC005,SKU107,99.21,0.33
QR003240,FAC005,SKU107,95.79,1.49
QR003241,FAC004,SKU104,97.55,1.11
QR003242,FAC005,SKU114,98.0,2.38
QR003243,FAC004,SKU103,98.42,0.18
QR003244,FAC006,SKU113,96.23,0.28
QR003245,FAC006,SKU125,95.94,2.7
QR003246,FAC003,SKU115,98.23,2.65
QR003247,FAC001,SKU128,97.14,1.28
QR003248,FAC002,SKU110,97.54,0.75
QR003249,FAC005,SKU121,96.01,0.78
QR003250,FAC004,SKU122,99.72,0.69
QR003251,FAC003,SKU129,95.66,1.04
QR003252,FAC003,SKU126,99.05,1.81
QR003253,FAC004,SKU119,98.57,1.18
QR003254,FAC005,SKU121,99.39,0.08
QR003255,FAC006,SKU127,97.69,0.51
QR003256,FAC006,SKU102,99.61,2.63
QR003257,FAC002,SKU107,99.44,0.77
QR003258,FAC001,SKU102,95.21,0.4
QR003259,FAC006,SKU115,95.6,2.72
QR003260,FAC001,SKU101,95.02,2.6
QR003261,FAC001,SKU116,95.27,1.47
QR003262,FAC003,SKU120,95.7,0.16
QR003263,FAC005,SKU120,95.12,2.56
QR003264,FAC006,SKU121,95.49,0.15
QR003265,FAC005,SKU128,97.69,1.76
QR003266,FAC006,SKU115,97.15,0.2
QR003267,FAC005,SKU111,95.12,2.73
QR003268,FAC006,SKU111,98.23,1.55
QR003269,FAC005,SKU102,98.24,1.53
QR003270,FAC002,SKU105,96.08,1.79
QR003271,FAC003,SKU113,98.9,1.24
QR003272,FAC006,SKU116,97.28,0.94
QR003273,FAC004,SKU124,98.35,2.07
QR003274,FAC003,SKU128,96.24,2.33
QR003275,FAC003,SKU115,95.61,0.65
QR003276,FAC003,SKU117,96.7,2.32
QR003277,FAC001,SKU105,95.07,1.57
QR003278,FAC001,SKU120,95.98,0.79
QR003279,FAC006,SKU107,96.2,2.23
QR003280,FAC002,SKU116,98.35,1.85
QR003281,FAC002,SKU102,97.41,1.44
QR003282,FAC001,SKU107,97.17,1.85
QR003283,FAC003,SKU119,98.87,1.59
QR003284,FAC001,SKU101,98.43,0.75
QR003285,FAC002,SKU105,98.36,0.67
QR003286,FAC006,SKU108,97.54,0.07
QR003287,FAC005,SKU103,98.81,1.34
QR003288,FAC004,SKU101,98.91,2.67
QR003289,FAC001,SKU108,98.57,1.56
QR003290,FAC004,SKU108,95.99,2.23
QR003291,FAC005,SKU103,97.52,1.44
QR003292,FAC001,SKU112,97.27,2.35
QR003293,FAC003,SKU110,99.36,2.04
QR003294,FAC005,SKU102,96.48,0.26
QR003295,FAC001,SKU103,99.36,1.78
QR003296,FAC005,SKU103,96.76,1.91
QR003297,FAC001,SKU105,97.88,1.53
QR003298,FAC003,SKU104,97.94,2.94
QR003299,FAC003,SKU112,95.77,1.98
QR003300,FAC006,SKU116,98.58,1.71
QR003301,FAC002,SKU114,96.91,2.76
QR003302,FAC002,SKU121,96.46,0.11
QR003303,FAC003,SKU117,98.68,0.94
QR003304,FAC003,SKU128,97.03,0.37
QR003305,FAC002,SKU121,99.16,2.73
QR003306,FAC005,SKU110,96.93,1.07
QR003307,FAC002,SKU117,99.83,2.99
QR003308,FAC005,SKU103,99.31,2.2
QR003309,FAC002,SKU116,95.27,2.9
QR003310,FAC001,SKU125,97.12,0.12
QR003311,FAC003,SKU114,99.5,2.64
QR003312,FAC004,SKU109,99.61,1.93
QR003313,FAC002,SKU120,97.83,0.07
QR003314,FAC003,SKU101,96.75,1.76
QR003315,FAC002,SKU127,98.73,0.83
QR003316,FAC006,SKU100,95.95,2.02
QR003317,FAC001,SKU113,95.67,1.13
QR003318,FAC006,SKU126,99.32,2.11
QR003319,FAC004,SKU126,96.56,0.14
QR003320,FAC006,SKU106,95.14,0.8
QR003321,FAC002,SKU118,98.5,0.1
QR003322,FAC006,SKU118,97.97,2.73
QR003323,FAC004,SKU108,98.3,2.79
QR003324,FAC006,SKU103,95.06,2.38
QR003325,FAC003,SKU116,98.55,1.26
QR003326,FAC001,SKU123,96.98,2.37
QR003327,FAC006,SKU109,99.67,1.19
QR003328,FAC004,SKU115,96.01,2.57
QR003329,FAC005,SKU103,97.98,2.55
QR003330,FAC004,SKU123,99.36,2.44
QR003331,FAC001,SKU125,96.29,0.49
QR003332,FAC003,SKU106,99.82,2.67
QR003333,FAC003,SKU109,95.56,1.88
QR003334,FAC005,SKU125,98.89,1.22
QR003335,FAC004,SKU111,97.19,0.77
QR003336,FAC001,SKU118,98.61,1.31
QR003337,FAC001,SKU103,96.92,0.94
QR003338,FAC005,SKU100,99.89,1.2
QR003339,FAC001,SKU125,98.17,0.85
QR003340,FAC001,SKU100,97.33,2.55
QR003341,FAC003,SKU121,98.64,2.79
QR003342,FAC006,SKU100,96.06,2.98
QR003343,FAC004,SKU121,98.98,2.35
QR003344,FAC002,SKU125,95.87,1.44
QR003345,FAC002,SKU127,95.46,1.42
QR003346,FAC004,SKU123,95.31,0.67
QR003347,FAC004,SKU103,96.5,1.58
QR003348,FAC004,SKU109,95.72,0.13
QR003349,FAC004,SKU110,96.58,2.22
QR003350,FAC006,SKU117,96.93,0.98
QR003351,FAC004,SKU123,95.42,2.45
QR003352,FAC006,SKU119,97.87,2.28
QR003353,FAC004,SKU108,97.76,0.74
QR003354,FAC002,SKU102,96.94,0.25
QR003355,FAC006,SKU109,95.32,2.96
QR003356,FAC005,SKU121,98.04,0.93
QR003357,FAC003,SKU124,97.18,0.46
QR003358,FAC002,SKU106,98.1,1.3
QR003359,FAC004,SKU105,95.18,0.31
QR003360,FAC004,SKU118,95.61,2.96
QR003361,FAC001,SKU119,95.5,2.15
QR003362,FAC002,SKU120,96.21,2.45
QR003363,FAC004,SKU116,97.89,1.27
QR003364,FAC004,SKU128,96.23,0.44
QR003365,FAC005,SKU125,98.99,0.73
QR003366,FAC003,SKU107,99.53,2.3
QR003367,FAC001,SKU114,97.56,0.51
QR003368,FAC004,SKU125,96.85,2.07
QR003369,FAC006,SKU105,96.89,2.74
QR003370,FAC001,SKU125,98.85,0.29
QR003371,FAC004,SKU113,98.5,0.75
QR003372,FAC006,SKU114,98.11,0.62
QR003373,FAC002,SKU109,98.81,2.2
QR003374,FAC006,SKU126,98.06,0.16
QR003375,FAC006,SKU115,96.77,0.79
QR003376,FAC004,SKU117,96.61,1.75
QR003377,FAC001,SKU108,99.0,0.92
QR003378,FAC002,SKU103,97.13,0.36
QR003379,FAC006,SKU121,95.89,0.42
QR003380,FAC004,SKU117,98.64,1.52
QR003381,FAC004,SKU121,95.64,2.94
QR003382,FAC004,SKU103,96.53,0.65
QR003383,FAC001,SKU113,96.48,0.6
QR003384,FAC001,SKU126,99.73,1.29
QR003385,FAC005,SKU102,97.4,0.39
QR003386,FAC004,SKU106,95.23,2.31
QR003387,FAC001,SKU115,97.97,0.72
QR003388,FAC003,SKU117,96.2,1.85
QR003389,FAC002,SKU106,99.53,0.92
QR003390,FAC006,SKU117,98.98,1.14
QR003391,FAC003,SKU106,96.71,2.66
QR003392,FAC001,SKU109,95.02,1.44
QR003393,FAC001,SKU128,99.39,0.14
QR003394,FAC004,SKU106,95.17,2.37
QR003395,FAC001,SKU122,96.48,1.83
QR003396,FAC002,SKU122,99.52,1.84
QR003397,FAC003,SKU109,98.47,0.09
QR003398,FAC004,SKU120,97.32,2.79
QR003399,FAC001,SKU105,95.66,2.71
QR003400,FAC006,SKU117,97.13,0.13
QR003401,FAC002,SKU118,96.27,1.04
QR003402,FAC004,SKU109,96.08,0.21
QR003403,FAC004,SKU113,95.95,1.08
QR003404,FAC003,SKU114,95.99,1.66
QR003405,FAC003,SKU104,99.37,0.39
QR003406,FAC003,SKU101,95.19,1.08
QR003407,FAC004,SKU128,97.64,1.29
QR003408,FAC004,SKU120,99.23,0.44
QR003409,FAC006,SKU122,99.16,1.81
QR003410,FAC001,SKU112,98.69,0.62
QR003411,FAC002,SKU115,97.83,2.13
QR003412,FAC003,SKU112,98.18,2.33
QR003413,FAC002,SKU102,95.79,0.77
QR003414,FAC005,SKU118,97.9,1.37
QR003415,FAC005,SKU117,98.52,1.57
QR003416,FAC001,SKU129,95.96,2.27
QR003417,FAC005,SKU121,99.42,1.45
QR003418,FAC001,SKU124,98.02,2.85
QR003419,FAC005,SKU110,98.03,0.3
QR003420,FAC006,SKU104,99.8,2.6
QR003421,FAC006,SKU107,95.24,0.68
QR003422,FAC004,SKU102,98.97,1.98
QR003423,FAC006,SKU109,97.32,2.14
QR003424,FAC003,SKU129,98.37,1.81
QR003425,FAC003,SKU121,97.93,0.14
QR003426,FAC003,SKU123,95.56,0.3
QR003427,FAC004,SKU100,99.45,0.11
QR003428,FAC002,SKU103,95.9,1.23
QR003429,FAC004,SKU106,99.65,0.82
QR003430,FAC006,SKU107,95.61,1.94
QR003431,FAC006,SKU104,95.4,1.02
QR003432,FAC004,SKU127,97.54,1.53
QR003433,FAC005,SKU129,99.2,0.98
QR003434,FAC001,SKU119,98.72,1.1
QR003435,FAC006,SKU102,97.13,1.32
QR003436,FAC004,SKU100,99.38,1.4
QR003437,FAC004,SKU107,99.46,2.06
QR003438,FAC005,SKU105,98.22,2.96
QR003439,FAC006,SKU109,96.97,2.03
QR003440,FAC004,SKU100,96.43,0.8
QR003441,FAC006,SKU109,96.28,2.3
QR003442,FAC003,SKU117,96.74,1.39
QR003443,FAC006,SKU120,97.74,2.26
QR003444,FAC002,SKU110,99.35,0.31
QR003445,FAC004,SKU104,98.32,0.13
QR003446,FAC004,SKU107,98.22,1.24
QR003447,FAC001,SKU112,98.41,1.09
QR003448,FAC004,SKU105,97.69,1.56
QR003449,FAC006,SKU127,96.67,1.81
QR003450,FAC002,SKU117,97.03,0.66
QR003451,FAC003,SKU122,99.11,1.61
QR003452,FAC004,SKU105,95.32,1.14
QR003453,FAC004,SKU114,95.12,0.7
QR003454,FAC005,SKU117,95.22,0.29
QR003455,FAC004,SKU121,95.75,0.44
QR003456,FAC003,SKU123,95.96,1.03
QR003457,FAC001,SKU106,99.54,0.83
QR003458,FAC006,SKU114,97.82,1.93
QR003459,FAC003,SKU118,96.4,0.49
QR003460,FAC003,SKU104,95.77,1.65
QR003461,FAC004,SKU124,95.63,0.44
QR003462,FAC003,SKU108,95.14,2.47
QR003463,FAC005,SKU113,95.25,0.92
QR003464,FAC002,SKU110,95.57,1.63
QR003465,FAC005,SKU117,95.09,1.17
QR003466,FAC002,SKU106,99.19,2.48
QR003467,FAC003,SKU117,96.09,2.78
QR003468,FAC002,SKU128,95.39,2.81
QR003469,FAC001,SKU116,95.79,1.11
QR003470,FAC004,SKU124,98.49,1.71
QR003471,FAC002,SKU111,95.49,2.35
QR003472,FAC004,SKU119,96.15,1.42
QR003473,FAC005,SKU119,99.38,2.21
QR003474,FAC004,SKU100,95.59,2.02
QR003475,FAC001,SKU116,97.49,1.51
QR003476,FAC005,SKU112,96.27,2.28
QR003477,FAC002,SKU101,97.67,0.39
QR003478,FAC006,SKU101,99.44,2.42
QR003479,FAC001,SKU102,96.82,1.94
QR003480,FAC002,SKU125,97.51,0.76
QR003481,FAC006,SKU114,95.45,0.08
QR003482,FAC004,SKU116,97.34,0.49
QR003483,FAC006,SKU114,95.91,1.83
QR003484,FAC005,SKU117,98.51,1.44
QR003485,FAC002,SKU128,96.72,0.4
QR003486,FAC005,SKU119,97.31,0.85
QR003487,FAC002,SKU115,97.8,0.95
QR003488,FAC002,SKU100,98.31,0.54
QR003489,FAC004,SKU107,98.73,0.61
QR003490,FAC006,SKU119,99.47,0.51
QR003491,FAC005,SKU124,99.55,1.21
QR003492,FAC002,SKU123,98.35,2.4
QR003493,FAC005,SKU129,95.96,1.97
QR003494,FAC001,SKU108,98.65,1.8
QR003495,FAC001,SKU117,99.65,2.08
QR003496,FAC001,SKU123,96.97,1.35
QR003497,FAC004,SKU100,99.45,1.11
QR003498,FAC002,SKU110,96.18,0.53
QR003499,FAC002,SKU105,96.32,2.38
QR003500,FAC005,SKU110,97.63,1.42
QR003501,FAC005,SKU115,98.99,1.13
QR003502,FAC002,SKU116,98.94,2.56
QR003503,FAC005,SKU100,97.74,2.68
QR003504,FAC004,SKU123,98.82,1.44
QR003505,FAC002,SKU103,96.42,0.6
QR003506,FAC003,SKU119,95.25,2.75
QR003507,FAC003,SKU119,99.33,0.89
QR003508,FAC006,SKU123,99.62,1.38
QR003509,FAC004,SKU120,95.26,2.92
QR003510,FAC004,SKU103,96.83,1.13
QR003511,FAC005,SKU109,99.12,2.88
QR003512,FAC002,SKU116,96.53,1.95
QR003513,FAC006,SKU100,99.38,1.68
QR003514,FAC001,SKU102,99.32,1.0
QR003515,FAC004,SKU109,96.6,0.13
QR003516,FAC002,SKU110,97.78,1.92
QR003517,FAC005,SKU127,99.33,2.51
QR003518,FAC006,SKU123,99.78,1.14
QR003519,FAC006,SKU129,98.32,0.51
QR003520,FAC001,SKU101,97.96,0.17
QR003521,FAC005,SKU124,96.19,0.45
QR003522,FAC003,SKU112,95.98,0.08
QR003523,FAC001,SKU126,98.43,2.03
QR003524,FAC001,SKU118,96.49,0.66
QR003525,FAC004,SKU127,96.0,2.11
QR003526,FAC006,SKU104,96.56,2.68
QR003527,FAC005,SKU100,98.01,2.01
QR003528,FAC006,SKU119,99.25,0.5
QR003529,FAC004,SKU106,96.41,1.99
QR003530,FAC004,SKU129,99.73,1.25
QR003531,FAC002,SKU115,95.26,1.52
QR003532,FAC004,SKU115,98.07,0.54
QR003533,FAC004,SKU116,96.29,1.59
QR003534,FAC001,SKU108,99.83,1.41
QR003535,FAC002,SKU109,98.7,2.99
QR003536,FAC003,SKU104,95.71,2.84
QR003537,FAC003,SKU101,98.23,2.77
QR003538,FAC001,SKU107,96.48,0.71
QR003539,FAC005,SKU117,97.45,1.81
QR003540,FAC005,SKU100,96.31,1.92
QR003541,FAC006,SKU120,96.14,0.75
QR003542,FAC004,SKU113,99.37,0.83
QR003543,FAC004,SKU113,97.25,0.56
QR003544,FAC002,SKU128,96.69,0.22
QR003545,FAC004,SKU126,99.06,2.03
QR003546,FAC003,SKU128,99.12,1.95
QR003547,FAC005,SKU110,95.81,1.32
QR003548,FAC005,SKU100,98.11,2.37
QR003549,FAC003,SKU108,97.48,2.84
QR003550,FAC001,SKU128,98.45,2.22
QR003551,FAC003,SKU123,99.04,2.54
QR003552,FAC001,SKU105,99.55,2.63
QR003553,FAC005,SKU103,99.7,2.3
QR003554,FAC005,SKU110,98.2,0.68
QR003555,FAC003,SKU123,95.72,1.49
QR003556,FAC004,SKU118,98.65,2.02
QR003557,FAC004,SKU107,95.92,1.19
QR003558,FAC003,SKU111,98.59,0.54
QR003559,FAC005,SKU125,98.4,0.77
QR003560,FAC003,SKU114,95.68,1.88
QR003561,FAC002,SKU103,97.02,0.72
QR003562,FAC001,SKU120,97.76,1.98
QR003563,FAC005,SKU115,99.41,1.14
QR003564,FAC006,SKU122,98.07,1.91
QR003565,FAC003,SKU111,99.86,1.25
QR003566,FAC001,SKU102,96.68,0.51
QR003567,FAC003,SKU129,97.09,0.39
QR003568,FAC005,SKU116,99.14,1.54
QR003569,FAC001,SKU126,99.64,2.26
QR003570,FAC003,SKU128,97.72,2.96
QR003571,FAC003,SKU103,98.95,0.15
QR003572,FAC003,SKU105,97.74,1.31
QR003573,FAC001,SKU104,95.05,2.02
QR003574,FAC004,SKU123,95.06,0.24
QR003575,FAC002,SKU129,95.53,0.7
QR003576,FAC006,SKU108,96.77,1.47
QR003577,FAC001,SKU112,95.18,0.89
QR003578,FAC005,SKU100,97.91,1.3
QR003579,FAC006,SKU120,97.77,2.96
QR003580,FAC005,SKU115,99.07,1.0
QR003581,FAC003,SKU110,97.06,0.43
QR003582,FAC004,SKU117,95.13,0.09
QR003583,FAC003,SKU126,95.03,2.11
QR003584,FAC006,SKU113,99.45,1.08
QR003585,FAC005,SKU124,99.52,2.72
QR003586,FAC006,SKU127,95.42,0.5
QR003587,FAC002,SKU117,99.08,1.38
QR003588,FAC002,SKU129,96.92,0.45
QR003589,FAC005,SKU119,97.26,2.45
QR003590,FAC004,SKU122,97.51,0.81
QR003591,FAC005,SKU103,98.33,0.5
QR003592,FAC006,SKU113,98.69,0.58
QR003593,FAC002,SKU119,97.83,0.28
QR003594,FAC005,SKU115,98.68,0.5
QR003595,FAC001,SKU121,95.42,2.07
QR003596,FAC002,SKU117,98.11,1.61
QR003597,FAC001,SKU108,96.36,0.76
QR003598,FAC005,SKU109,97.62,2.61
QR003599,FAC006,SKU105,97.13,0.69
QR003600,FAC002,SKU102,96.79,0.91
QR003601,FAC001,SKU113,96.39,1.57
QR003602,FAC005,SKU122,95.35,0.3
QR003603,FAC003,SKU108,96.3,0.11
QR003604,FAC003,SKU126,98.33,1.76
QR003605,FAC004,SKU120,96.33,2.75
QR003606,FAC005,SKU105,95.65,0.1
QR003607,FAC001,SKU104,97.25,0.05
