PO,SupplierID,ComponentID,Qty,OrderDate,LeadTimeDays
PO005839,SUP008,COMP039,9793,2025-11-04,12
PO005840,SUP009,COMP005,10049,2025-06-09,25
PO005841,SUP001,COMP027,12080,2025-10-10,6
PO005842,SUP003,COMP030,6185,2025-07-25,5
PO005843,SUP001,COMP019,1103,2025-10-14,16
PO005844,SUP008,COMP013,2846,2025-06-15,19
PO005845,SUP007,COMP033,4860,2025-09-24,5
PO005846,SUP001,COMP025,14439,2025-03-23,11
PO005847,SUP008,COMP005,6843,2025-06-27,15
PO005848,SUP010,COMP013,10804,2025-12-24,20
PO005849,SUP007,COMP021,1639,2025-04-04,3
PO005850,SUP006,COMP017,2316,2025-07-01,7
PO005851,SUP009,COMP002,12447,2025-09-05,19
PO005852,SUP007,COMP020,8111,2025-09-05,3
PO005853,SUP002,COMP027,10023,2025-07-12,7
PO005854,SUP001,COMP010,11369,2025-05-03,9
PO005855,SUP007,COMP009,8554,2025-01-16,15
PO005856,SUP006,COMP016,11536,2025-10-14,5
PO005857,SUP004,COMP031,9348,2025-10-31,13
PO005858,SUP007,COMP009,3804,2025-06-17,12
PO005859,SUP004,COMP024,11145,2025-02-04,8
PO005860,SUP010,COMP002,5602,2025-07-04,20
PO005861,SUP010,COMP027,4089,2025-12-29,20
PO005862,SUP006,COMP039,6461,2025-03-12,12
PO005863,SUP001,COMP022,14422,2025-01-21,4
PO005864,SUP005,COMP021,13425,2025-02-14,3
PO005865,SUP007,COMP025,13019,2025-07-28,3
PO005866,SUP006,COMP036,8913,2025-01-23,21
PO005867,SUP006,COMP037,3062,2025-11-25,11
PO005868,SUP004,COMP038,10980,2025-12-01,19
PO005869,SUP002,COMP022,9126,2025-11-17,19
PO005870,SUP004,COMP011,3043,2025-07-11,18
PO005871,SUP001,COMP011,2314,2025-02-24,16
PO005872,SUP009,COMP025,7092,2025-12-07,4
PO005873,SUP003,COMP035,10482,2025-12-08,25
PO005874,SUP003,COMP034,14895,2025-02-17,11
PO005875,SUP010,COMP033,10428,2025-07-21,14
PO005876,SUP007,COMP038,11343,2025-02-18,25
PO005877,SUP008,COMP036,2308,2025-07-07,11
PO005878,SUP009,COMP013,6790,2025-02-14,5
PO005879,SUP006,COMP016,9637,2025-04-23,10
PO005880,SUP007,COMP025,12981,2025-11-24,12
PO005881,SUP005,COMP038,3723,2025-05-25,17
PO005882,SUP005,COMP015,1359,2025-04-30,12
PO005883,SUP003,COMP028,8129,2025-10-08,11
PO005884,SUP006,COMP026,7614,2025-02-03,6
PO005885,SUP006,COMP023,7036,2025-10-15,23
PO005886,SUP002,COMP027,554,2025-11-02,15
PO005887,SUP005,COMP004,6563,2025-08-13,19
PO005888,SUP008,COMP028,7340,2025-01-15,5
PO005889,SUP008,COMP035,3081,2025-12-13,22
PO005890,SUP007,COMP007,14686,2025-05-26,23
PO005891,SUP008,COMP015,779,2025-08-20,12
PO005892,SUP009,COMP002,2948,2025-08-22,22
PO005893,SUP008,COMP009,8630,2025-04-14,3
PO005894,SUP002,COMP038,10563,2025-08-07,22
PO005895,SUP010,COMP020,6976,2025-07-10,7
PO005896,SUP002,COMP031,5286,2025-07-10,23
PO005897,SUP007,COMP021,9607,2025-10-25,25
PO005898,SUP009,COMP035,4864,2025-04-11,20
PO005899,SUP007,COMP036,5347,2025-06-05,10
PO005900,SUP009,COMP002,11441,2025-07-20,19
PO005901,SUP005,COMP007,14021,2025-06-05,14
PO005902,SUP008,COMP037,6294,2025-06-27,17
PO005903,SUP004,COMP036,14666,2025-02-03,13
PO005904,SUP007,COMP029,9971,2025-11-01,18
PO005905,SUP003,COMP034,1817,2025-06-26,16
PO005906,SUP002,COMP013,11131,2025-01-11,7
PO005907,SUP004,COMP011,13331,2025-09-04,15
PO005908,SUP004,COMP039,1979,2025-07-21,25
PO005909,SUP010,COMP019,13256,2025-11-05,18
PO005910,SUP004,COMP037,7886,2025-07-21,19
PO005911,SUP008,COMP025,6504,2025-10-26,16
PO005912,SUP005,COMP032,2291,2025-10-01,5
PO005913,SUP008,COMP023,4218,2025-05-17,4
PO005914,SUP010,COMP028,2264,2025-11-21,21
PO005915,SUP010,COMP029,13151,2025-11-19,14
PO005916,SUP002,COMP006,13662,2025-09-06,13
PO005917,SUP007,COMP014,13963,2025-05-25,11
PO005918,SUP001,COMP027,1316,2025-03-20,6
PO005919,SUP001,COMP038,2159,2025-07-16,8
PO005920,SUP007,COMP040,7304,2025-11-14,16
PO005921,SUP008,COMP011,13145,2025-08-21,19
PO005922,SUP004,COMP014,3368,2025-04-02,15
PO005923,SUP004,COMP032,3767,2025-02-03,21
PO005924,SUP007,COMP034,3356,2025-06-05,9
PO005925,SUP007,COMP038,8694,2025-02-06,7
PO005926,SUP001,COMP003,7553,2025-08-31,20
PO005927,SUP010,COMP029,3087,2025-08-05,17
PO005928,SUP002,COMP024,7413,2025-10-27,5
PO005929,SUP005,COMP030,13701,2025-01-08,5
PO005930,SUP003,COMP040,14043,2025-10-06,9
PO005931,SUP010,COMP017,11735,2025-07-02,12
PO005932,SUP002,COMP025,5016,2025-07-17,3
PO005933,SUP008,COMP007,6253,2025-01-22,3
PO005934,SUP007,COMP026,6189,2025-03-26,20
PO005935,SUP006,COMP013,1320,2025-01-17,11
PO005936,SUP006,COMP024,8191,2025-12-22,23
PO005937,SUP009,COMP026,9248,2025-06-21,22
PO005938,SUP003,COMP010,2982,2025-03-06,4
PO005939,SUP001,COMP025,13515,2025-06-27,24
PO005940,SUP010,COMP031,11095,2025-08-20,12
PO005941,SUP002,COMP020,4958,2025-03-11,23
PO005942,SUP001,COMP006,8816,2025-12-04,3
PO005943,SUP004,COMP019,2858,2025-01-01,25
PO005944,SUP007,COMP036,8154,2025-03-30,5
PO005945,SUP008,COMP002,5097,2025-08-08,16
PO005946,SUP009,COMP031,11018,2025-01-15,24
PO005947,SUP009,COMP008,13597,2025-09-08,22
PO005948,SUP007,COMP010,2537,2025-02-11,16
PO005949,SUP008,COMP007,2905,2025-05-01,4
PO005950,SUP005,COMP025,11910,2025-06-25,19
PO005951,SUP004,COMP026,13714,2025-07-06,22
PO005952,SUP010,COMP035,537,2025-12-12,23
PO005953,SUP002,COMP027,11479,2025-08-01,14
PO005954,SUP009,COMP007,14126,2025-04-26,16
PO005955,SUP007,COMP011,3237,2025-03-20,4
PO005956,SUP009,COMP025,14649,2025-02-02,24
PO005957,SUP001,COMP009,2146,2025-05-02,3
PO005958,SUP006,COMP002,14811,2025-10-20,15
PO005959,SUP004,COMP039,9898,2025-05-14,18
PO005960,SUP009,COMP013,5327,2025-09-29,20
PO005961,SUP002,COMP018,6996,2025-01-04,24
PO005962,SUP009,COMP010,4760,2025-12-23,17
PO005963,SUP005,COMP001,12634,2025-08-28,21
PO005964,SUP005,COMP014,5591,2025-06-09,12
PO005965,SUP002,COMP030,13979,2025-07-08,15
PO005966,SUP007,COMP025,1963,2025-11-04,15
PO005967,SUP003,COMP006,4145,2025-03-29,10
PO005968,SUP010,COMP012,10667,2025-07-11,3
PO005969,SUP002,COMP038,8418,2025-07-16,5
PO005970,SUP001,COMP013,2705,2025-02-22,15
PO005971,SUP006,COMP033,12073,2025-01-03,20
PO005972,SUP008,COMP010,6701,2025-12-09,18
PO005973,SUP001,COMP022,11293,2025-02-08,6
PO005974,SUP010,COMP015,14344,2025-09-26,20
PO005975,SUP004,COMP004,10374,2025-01-10,11
PO005976,SUP006,COMP033,1933,2025-07-22,24
PO005977,SUP008,COMP012,10346,2025-02-12,22
PO005978,SUP004,COMP001,4941,2025-03-08,4
PO005979,SUP002,COMP036,6490,2025-10-27,4
PO005980,SUP006,COMP011,8333,2025-04-27,6
PO005981,SUP002,COMP036,7684,2025-07-21,14
PO005982,SUP007,COMP032,3542,2025-04-06,11
PO005983,SUP002,COMP011,8866,2025-07-19,13
PO005984,SUP001,COMP016,14365,2025-09-22,12
PO005985,SUP002,COMP004,2071,2025-12-13,21
PO005986,SUP006,COMP038,10403,2025-11-18,25
PO005987,SUP003,COMP011,3470,2025-05-16,21
PO005988,SUP003,COMP018,4674,2025-05-15,3
PO005989,SUP007,COMP028,1904,2025-06-26,21
PO005990,SUP003,COMP009,2699,2025-01-27,21
PO005991,SUP008,COMP025,11984,2025-12-12,11
PO005992,SUP009,COMP025,1579,2025-10-10,9
PO005993,SUP009,COMP011,6209,2025-06-22,25
PO005994,SUP010,COMP008,5327,2025-04-23,8
PO005995,SUP002,COMP008,12105,2025-09-05,8
PO005996,SUP005,COMP023,6684,2025-02-01,14
PO005997,SUP002,COMP033,3365,2025-01-29,19
PO005998,SUP001,COMP036,7281,2025-02-28,17
PO005999,SUP009,COMP001,9122,2025-09-11,6
PO006000,SUP004,COMP022,4169,2025-09-23,25
PO006001,SUP005,COMP029,14624,2025-04-11,7
PO006002,SUP005,COMP010,1474,2025-12-20,14
PO006003,SUP008,COMP004,12735,2025-04-25,16
PO006004,SUP006,COMP037,13057,2025-07-11,21
PO006005,SUP003,COMP021,8334,2025-01-14,18
PO006006,SUP003,COMP031,14296,2025-12-01,21
PO006007,SUP003,COMP039,530,2025-12-25,11
PO006008,SUP007,COMP037,12707,2025-11-12,20
PO006009,SUP002,COMP005,12435,2025-08-13,7
PO006010,SUP002,COMP015,8366,2025-01-27,8
PO006011,SUP007,COMP005,6773,2025-09-08,5
PO006012,SUP007,COMP031,3463,2025-09-12,4
PO006013,SUP003,COMP010,12470,2025-05-30,5
PO006014,SUP001,COMP011,7345,2025-03-24,6
PO006015,SUP001,COMP035,3882,2025-01-07,20
PO006016,SUP004,COMP012,806,2025-10-24,5
PO006017,SUP005,COMP015,10941,2025-03-04,21
PO006018,SUP004,COMP035,13732,2025-05-11,5
PO006019,SUP006,COMP016,1980,2025-12-13,5
PO006020,SUP009,COMP039,3244,2025-04-28,4
PO006021,SUP008,COMP015,1805,2025-04-28,21
PO006022,SUP008,COMP010,9803,2025-10-04,19
PO006023,SUP008,COMP012,9169,2025-08-19,17
PO006024,SUP002,COMP014,12758,2025-01-21,12
PO006025,SUP003,COMP015,8814,2025-08-29,24
PO006026,SUP007,COMP033,868,2025-10-28,3
PO006027,SUP001,COMP031,13826,2025-12-12,17
PO006028,SUP010,COMP028,5115,2025-03-22,25
PO006029,SUP008,COMP030,12577,2025-01-18,22
PO006030,SUP008,COMP034,13327,2025-07-08,7
PO006031,SUP006,COMP016,14297,2025-10-28,22
PO006032,SUP002,COMP013,9076,2025-06-15,12
PO006033,SUP002,COMP015,2507,2025-08-24,23
PO006034,SUP005,COMP017,9300,2025-12-11,23
PO006035,SUP006,COMP008,13527,2025-10-26,14
PO006036,SUP005,COMP018,3292,2025-12-10,10
PO006037,SUP004,COMP017,4686,2025-01-22,8
PO006038,SUP006,COMP036,11191,2025-09-17,14
PO006039,SUP006,COMP005,652,2025-09-27,19
PO006040,SUP010,COMP010,10877,2025-02-22,17
PO006041,SUP002,COMP001,9073,2025-12-07,17
PO006042,SUP005,COMP035,5826,2025-05-05,5
PO006043,SUP006,COMP039,14182,2025-11-20,22
PO006044,SUP007,COMP019,11546,2025-07-23,25
PO006045,SUP001,COMP036,12713,2025-08-18,24
PO006046,SUP003,COMP022,4610,2025-09-13,18
PO006047,SUP008,COMP022,4369,2025-09-19,20
PO006048,SUP002,COMP029,13507,2025-08-11,20
PO006049,SUP004,COMP024,3610,2025-03-08,11
PO006050,SUP008,COMP034,1805,2025-02-27,3
PO006051,SUP002,COMP028,2976,2025-02-28,22
PO006052,SUP009,COMP037,14759,2025-09-03,11
PO006053,SUP005,COMP027,10013,2025-04-14,5
PO006054,SUP007,COMP036,11844,2025-02-15,25
PO006055,SUP006,COMP005,6862,2025-05-28,22
PO006056,SUP002,COMP040,809,2025-09-10,4
PO006057,SUP005,COMP018,6090,2025-03-01,22
PO006058,SUP007,COMP019,14128,2025-10-22,8
PO006059,SUP004,COMP002,6732,2025-12-22,16
PO006060,SUP002,COMP040,724,2025-02-28,18
PO006061,SUP005,COMP034,14703,2025-05-31,8
PO006062,SUP006,COMP011,4903,2025-07-29,17
PO006063,SUP002,COMP039,4071,2025-02-01,15
PO006064,SUP005,COMP032,3756,2025-12-19,21
PO006065,SUP001,COMP034,8352,2025-06-30,9
PO006066,SUP006,COMP035,11213,2025-10-16,20
PO006067,SUP004,COMP011,12392,2025-05-20,9
PO006068,SUP006,COMP039,12349,2025-07-04,6
PO006069,SUP004,COMP013,4209,2025-02-05,25
PO006070,SUP007,COMP039,6606,2025-05-18,9
PO006071,SUP003,COMP016,3504,2025-05-22,16
PO006072,SUP010,COMP015,6246,2025-07-02,6
PO006073,SUP007,COMP040,8631,2025-10-10,19
PO006074,SUP004,COMP032,13809,2025-08-31,18
PO006075,SUP003,COMP004,5546,2025-04-28,21
PO006076,SUP008,COMP008,8725,2025-09-20,20
PO006077,SUP005,COMP010,8124,2025-02-26,15
PO006078,SUP010,COMP028,5682,2025-08-02,12
PO006079,SUP006,COMP024,12522,2025-04-22,22
PO006080,SUP003,COMP034,4773,2025-01-10,9
PO006081,SUP005,COMP032,7587,2025-11-03,15
PO006082,SUP005,COMP024,11866,2025-05-17,12
PO006083,SUP001,COMP027,6939,2025-09-23,22
PO006084,SUP010,COMP020,2949,2025-06-24,9
PO006085,SUP003,COMP033,3593,2025-07-23,21
PO006086,SUP004,COMP001,14727,2025-11-17,20
PO006087,SUP001,COMP005,2106,2025-11-28,24
PO006088,SUP009,COMP032,3364,2025-02-28,23
PO006089,SUP004,COMP037,9405,2025-04-07,3
PO006090,SUP003,COMP003,11882,2025-01-15,14
PO006091,SUP007,COMP022,7830,2025-03-26,24
PO006092,SUP004,COMP035,7525,2025-12-08,6
PO006093,SUP007,COMP004,1748,2025-10-07,16
PO006094,SUP002,COMP038,2270,2025-05-05,16
PO006095,SUP005,COMP004,11809,2025-07-31,21
PO006096,SUP006,COMP035,1025,2025-07-04,5
PO006097,SUP009,COMP020,1260,2025-06-01,23
PO006098,SUP008,COMP032,4453,2025-07-01,4
PO006099,SUP004,COMP008,8898,2025-09-28,12
PO006100,SUP010,COMP030,14122,2025-05-31,5
PO006101,SUP007,COMP015,3490,2025-03-26,19
PO006102,SUP006,COMP023,7158,2025-04-25,10
PO006103,SUP007,COMP027,14025,2025-12-06,3
PO006104,SUP003,COMP015,5998,2025-03-17,5
PO006105,SUP008,COMP037,11274,2025-03-10,6
PO006106,SUP002,COMP036,3356,2025-10-01,21
PO006107,SUP002,COMP016,948,2025-12-25,13
PO006108,SUP002,COMP002,3040,2025-08-21,5
PO006109,SUP010,COMP002,6261,2025-11-25,19
PO006110,SUP002,COMP017,8032,2025-11-17,21
PO006111,SUP007,COMP004,12102,2025-06-20,15
PO006112,SUP003,COMP016,4054,2025-01-19,21
PO006113,SUP005,COMP030,9948,2025-12-29,17
PO006114,SUP007,COMP033,9128,2025-06-22,11
PO006115,SUP004,COMP017,13461,2025-11-26,15
PO006116,SUP005,COMP021,8790,2025-03-21,22
PO006117,SUP006,COMP017,7101,2025-04-16,18
PO006118,SUP004,COMP016,4098,2025-01-06,4
PO006119,SUP004,COMP001,4963,2025-08-22,6
PO006120,SUP007,COMP026,13807,2025-03-19,10
PO006121,SUP005,COMP012,6496,2025-05-07,23
PO006122,SUP001,COMP008,2560,2025-11-21,19
PO006123,SUP002,COMP038,5220,2025-01-07,3
PO006124,SUP002,COMP006,2729,2025-10-28,14
PO006125,SUP003,COMP004,8497,2025-12-06,19
PO006126,SUP002,COMP035,8610,2025-12-03,12
PO006127,SUP002,COMP020,6831,2025-06-28,16
PO006128,SUP007,COMP016,7882,2025-01-23,18
PO006129,SUP001,COMP017,13069,2025-12-20,10
PO006130,SUP008,COMP013,13041,2025-08-22,25
PO006131,SUP006,COMP006,4681,2025-05-01,14
PO006132,SUP004,COMP021,6259,2025-05-15,16
PO006133,SUP003,COMP009,2996,2025-12-15,20
PO006134,SUP005,COMP030,13000,2025-07-27,15
PO006135,SUP001,COMP004,10515,2025-09-07,12
PO006136,SUP010,COMP001,9929,2025-02-16,23
PO006137,SUP003,COMP025,2267,2025-11-07,10
PO006138,SUP006,COMP036,2108,2025-07-08,6
PO006139,SUP005,COMP007,9414,2025-07-09,22
PO006140,SUP005,COMP004,1445,2025-06-09,19
PO006141,SUP010,COMP026,5991,2025-08-11,3
PO006142,SUP009,COMP017,6834,2025-10-16,14
PO006143,SUP005,COMP018,10289,2025-06-10,15
PO006144,SUP010,COMP030,8075,2025-07-04,14
PO006145,SUP007,COMP005,3128,2025-05-06,12
PO006146,SUP001,COMP003,1841,2025-12-24,13
PO006147,SUP003,COMP012,10533,2025-01-14,12
PO006148,SUP001,COMP006,6354,2025-01-14,18
PO006149,SUP007,COMP011,10225,2025-05-19,8
PO006150,SUP001,COMP007,2921,2025-02-25,17
PO006151,SUP003,COMP012,1190,2025-10-31,12
PO006152,SUP004,COMP017,3351,2025-04-06,3
PO006153,SUP009,COMP009,5367,2025-02-13,24
PO006154,SUP010,COMP036,11216,2025-07-04,17
PO006155,SUP008,COMP033,8276,2025-04-19,12
PO006156,SUP002,COMP016,7805,2025-03-18,9
PO006157,SUP001,COMP030,4201,2025-06-11,18
PO006158,SUP002,COMP014,6892,2025-02-05,19
PO006159,SUP008,COMP030,4662,2025-10-23,18
PO006160,SUP009,COMP038,6395,2025-04-17,24
PO006161,SUP006,COMP011,5758,2025-10-01,13
PO006162,SUP004,COMP021,5802,2025-11-22,22
PO006163,SUP010,COMP022,2464,2025-06-11,11
PO006164,SUP002,COMP019,4565,2025-08-04,4
PO006165,SUP005,COMP016,9471,2025-09-10,7
PO006166,SUP005,COMP016,537,2025-10-04,19
PO006167,SUP005,COMP036,12899,2025-07-27,4
PO006168,SUP007,COMP017,11155,2025-03-02,12
PO006169,SUP005,COMP010,6443,2025-12-20,4
PO006170,SUP010,COMP025,9986,2025-04-09,10
PO006171,SUP008,COMP022,11961,2025-09-06,21
PO006172,SUP001,COMP007,5847,2025-07-02,3
PO006173,SUP009,COMP035,516,2025-08-08,9
PO006174,SUP010,COMP022,9029,2025-05-28,13
PO006175,SUP005,COMP023,610,2025-11-18,13
PO006176,SUP003,COMP039,6872,2025-06-26,10
PO006177,SUP008,COMP003,14366,2025-05-11,18
PO006178,SUP007,COMP033,1508,2025-11-08,20
PO006179,SUP006,COMP026,9484,2025-05-01,13
PO006180,SUP001,COMP023,2101,2025-09-27,10
PO006181,SUP005,COMP020,994,2025-04-04,17
PO006182,SUP006,COMP024,4789,2025-11-21,18
PO006183,SUP001,COMP008,5020,2025-04-01,21
PO006184,SUP006,COMP002,4436,2025-11-19,9
PO006185,SUP007,COMP037,4508,2025-07-14,20
PO006186,SUP004,COMP020,1081,2025-03-21,6
PO006187,SUP002,COMP002,4904,2025-06-27,12
PO006188,SUP010,COMP034,1174,2025-11-18,23
PO006189,SUP005,COMP025,931,2025-07-22,14
PO006190,SUP004,COMP020,10898,2025-10-24,9
PO006191,SUP001,COMP040,7430,2025-07-30,16
PO006192,SUP004,COMP020,10386,2025-03-05,16
PO006193,SUP007,COMP004,6624,2025-06-15,18
PO006194,SUP008,COMP013,14422,2025-10-22,4
PO006195,SUP005,COMP023,6012,2025-11-23,12
PO006196,SUP004,COMP027,3550,2025-04-24,9
PO006197,SUP002,COMP039,10771,2025-04-19,5
PO006198,SUP003,COMP005,12270,2025-01-24,20
PO006199,SUP002,COMP008,11673,2025-01-21,9
PO006200,SUP009,COMP032,8221,2025-04-08,20
PO006201,SUP001,COMP003,7809,2025-09-13,20
PO006202,SUP010,COMP034,2041,2025-10-20,25
PO006203,SUP007,COMP036,13196,2025-08-20,3
PO006204,SUP007,COMP025,7542,2025-09-18,24
PO006205,SUP009,COMP020,3775,2025-04-11,5
PO006206,SUP007,COMP021,1032,2025-11-02,20
PO006207,SUP004,COMP015,9223,2025-02-03,24
PO006208,SUP003,COMP032,2798,2025-05-31,22
PO006209,SUP001,COMP007,14340,2025-05-18,4
PO006210,SUP006,COMP020,3764,2025-11-02,10
PO006211,SUP005,COMP025,10685,2025-09-22,22
PO006212,SUP009,COMP017,8338,2025-12-03,10
PO006213,SUP009,COMP019,4565,2025-10-31,13
PO006214,SUP004,COMP032,3415,2025-07-08,19
PO006215,SUP001,COMP006,13921,2025-06-22,10
PO006216,SUP006,COMP034,5109,2025-10-20,16
PO006217,SUP003,COMP002,1077,2025-04-15,8
PO006218,SUP004,COMP003,3160,2025-01-06,6
PO006219,SUP010,COMP009,6719,2025-12-03,20
PO006220,SUP007,COMP004,14347,2025-02-26,18
PO006221,SUP004,COMP033,6313,2025-06-15,25
PO006222,SUP006,COMP024,6298,2025-01-26,14
PO006223,SUP002,COMP035,2006,2025-12-27,17
PO006224,SUP007,COMP006,5429,2025-03-23,15
PO006225,SUP007,COMP009,5347,2025-06-06,10
PO006226,SUP007,COMP032,8322,2025-12-28,3
PO006227,SUP005,COMP006,1922,2025-01-09,19
PO006228,SUP001,COMP004,10849,2025-04-02,23
PO006229,SUP007,COMP018,10624,2025-02-22,9
PO006230,SUP006,COMP038,8308,2025-05-13,19
PO006231,SUP010,COMP023,7128,2025-05-17,7
PO006232,SUP006,COMP010,8555,2025-06-23,9
PO006233,SUP002,COMP029,8500,2025-10-27,5
PO006234,SUP001,COMP024,13215,2025-04-29,17
PO006235,SUP003,COMP023,7218,2025-06-26,15
PO006236,SUP004,COMP014,8637,2025-04-12,11
PO006237,SUP004,COMP020,9456,2025-10-11,22
PO006238,SUP002,COMP040,1491,2025-01-13,3
PO006239,SUP001,COMP011,4608,2025-04-01,3
PO006240,SUP002,COMP009,7860,2025-08-25,15
PO006241,SUP001,COMP025,7018,2025-03-10,14
PO006242,SUP010,COMP024,12933,2025-08-30,20
PO006243,SUP008,COMP019,5387,2025-02-26,6
PO006244,SUP003,COMP033,5589,2025-09-14,12
PO006245,SUP003,COMP006,8430,2025-03-31,18
PO006246,SUP005,COMP010,1774,2025-12-30,22
PO006247,SUP005,COMP004,11303,2025-05-28,18
PO006248,SUP009,COMP037,14414,2025-12-10,5
PO006249,SUP004,COMP028,8362,2025-02-26,16
PO006250,SUP002,COMP027,9100,2025-05-31,21
PO006251,SUP009,COMP037,10318,2025-11-26,5
PO006252,SUP003,COMP025,14803,2025-05-01,25
PO006253,SUP009,COMP009,7896,2025-11-01,12
PO006254,SUP002,COMP020,6241,2025-11-27,14
PO006255,SUP001,COMP038,8128,2025-05-03,9
PO006256,SUP004,COMP003,10386,2025-09-24,18
PO006257,SUP001,COMP015,14506,2025-09-21,8
PO006258,SUP005,COMP011,10206,2025-10-07,14
PO006259,SUP003,COMP032,1474,2025-05-30,22
PO006260,SUP008,COMP015,5049,2025-06-06,12
PO006261,SUP007,COMP014,13704,2025-12-04,12
PO006262,SUP007,COMP017,8379,2025-05-12,21
PO006263,SUP007,COMP022,9800,2025-03-04,10
PO006264,SUP002,COMP006,736,2025-02-06,14
PO006265,SUP003,COMP011,12284,2025-02-07,23
PO006266,SUP009,COMP006,6252,2025-10-27,14
PO006267,SUP009,COMP035,1683,2025-03-25,9
PO006268,SUP007,COMP036,9130,2025-07-30,15
PO006269,SUP001,COMP033,11267,2025-10-10,8
PO006270,SUP004,COMP010,4385,2025-07-10,6
PO006271,SUP002,COMP016,11257,2025-10-27,13
PO006272,SUP003,COMP012,5786,2025-05-16,21
PO006273,SUP005,COMP024,7866,2025-01-10,9
PO006274,SUP002,COMP031,7088,2025-10-07,24
PO006275,SUP002,COMP004,13911,2025-02-14,23
PO006276,SUP004,COMP011,5057,2025-08-29,4
PO006277,SUP008,COMP013,1428,2025-09-19,6
PO006278,SUP005,COMP006,5044,2025-04-03,10
PO006279,SUP008,COMP023,7679,2025-05-22,25
PO006280,SUP006,COMP018,14115,2025-07-11,23
PO006281,SUP002,COMP029,12946,2025-04-29,23
PO006282,SUP004,COMP001,1600,2025-07-28,13
PO006283,SUP005,COMP033,7963,2025-07-20,14
PO006284,SUP008,COMP034,1980,2025-07-10,21
PO006285,SUP002,COMP027,6905,2025-06-30,13
PO006286,SUP002,COMP029,2876,2025-10-13,15
PO006287,SUP005,COMP010,1754,2025-04-21,16
PO006288,SUP001,COMP008,8367,2025-02-17,12
PO006289,SUP008,COMP011,14916,2025-03-30,24
PO006290,SUP003,COMP039,13525,2025-12-20,12
PO006291,SUP006,COMP013,2118,2025-10-16,15
PO006292,SUP006,COMP006,6798,2025-05-25,12
PO006293,SUP002,COMP036,11343,2025-01-08,13
PO006294,SUP005,COMP001,957,2025-09-23,13
PO006295,SUP004,COMP034,12553,2025-01-07,24
PO006296,SUP010,COMP018,13104,2025-03-23,3
PO006297,SUP008,COMP040,7018,2025-12-21,6
PO006298,SUP010,COMP038,1111,2025-11-19,22
PO006299,SUP008,COMP038,9379,2025-10-30,16
PO006300,SUP006,COMP037,11893,2025-02-10,10
PO006301,SUP002,COMP007,9609,2025-09-13,3
PO006302,SUP009,COMP030,9008,2025-02-09,13
PO006303,SUP008,COMP017,11871,2025-10-27,24
PO006304,SUP002,COMP028,14386,2025-09-06,5
PO006305,SUP007,COMP021,7603,2025-08-30,4
PO006306,SUP010,COMP034,7547,2025-08-09,18
PO006307,SUP009,COMP035,5904,2025-03-02,16
PO006308,SUP009,COMP012,878,2025-04-14,20
PO006309,SUP006,COMP010,11227,2025-09-22,14
PO006310,SUP008,COMP040,5397,2025-01-31,5
PO006311,SUP006,COMP019,11961,2025-02-12,24
PO006312,SUP006,COMP002,7036,2025-09-21,21
PO006313,SUP009,COMP022,1965,2025-02-24,20
PO006314,SUP009,COMP006,1818,2025-07-14,24
PO006315,SUP008,COMP035,8526,2025-04-13,11
PO006316,SUP009,COMP004,9666,2025-06-14,6
PO006317,SUP005,COMP040,7115,2025-07-30,17
PO006318,SUP006,COMP030,11294,2025-02-21,25
PO006319,SUP007,COMP037,5684,2025-05-29,3
PO006320,SUP003,COMP013,2037,2025-04-13,12
PO006321,SUP003,COMP025,9678,2025-04-11,22
PO006322,SUP007,COMP038,10635,2025-06-26,17
PO006323,SUP002,COMP015,13822,2025-11-22,23
PO006324,SUP010,COMP023,8101,2025-01-12,4
PO006325,SUP002,COMP028,9462,2025-05-30,14
PO006326,SUP002,COMP010,3258,2025-05-19,23
PO006327,SUP001,COMP012,4123,2025-09-23,17
PO006328,SUP009,COMP040,11590,2025-04-07,4
PO006329,SUP004,COMP035,2388,2025-06-01,17
PO006330,SUP007,COMP004,5004,2025-01-02,21
PO006331,SUP007,COMP012,12582,2025-08-05,7
PO006332,SUP010,COMP011,2967,2025-06-28,21
PO006333,SUP006,COMP013,7744,2025-08-07,8
PO006334,SUP002,COMP001,12366,2025-10-17,20
PO006335,SUP006,COMP013,3469,2025-08-16,7
PO006336,SUP008,COMP009,13563,2025-01-21,16
PO006337,SUP007,COMP030,6539,2025-05-21,21
PO006338,SUP001,COMP024,9959,2025-09-12,9
PO006339,SUP001,COMP016,7984,2025-06-15,24
PO006340,SUP004,COMP031,13202,2025-05-11,14
PO006341,SUP001,COMP033,13082,2025-12-27,19
PO006342,SUP004,COMP001,12264,2025-07-25,20
PO006343,SUP003,COMP037,4765,2025-09-22,6
PO006344,SUP008,COMP004,5059,2025-10-24,25
PO006345,SUP007,COMP032,2940,2025-10-26,12
PO006346,SUP003,COMP029,12298,2025-11-14,5
PO006347,SUP010,COMP005,7529,2025-04-19,17
PO006348,SUP010,COMP034,13288,2025-01-15,4
PO006349,SUP005,COMP029,2894,2025-01-01,8
PO006350,SUP009,COMP035,9620,2025-12-30,8
PO006351,SUP004,COMP038,7753,2025-10-16,18
PO006352,SUP001,COMP036,14848,2025-08-14,18
PO006353,SUP001,COMP005,5677,2025-12-08,8
PO006354,SUP005,COMP012,4882,2025-05-26,10
PO006355,SUP002,COMP003,2569,2025-11-14,21
